ncaa_id,first_name,last_name,portal_name,institution,conference,division,transfer_date,update_date,status,year,sport,team_id,player_id_64a,player_id_ncaa_stats,matched_name,match_score,match_method,confidence,position,class_year,player_csv_team_id
2208648961,RIO,MENDEZ,Rio Mendez,University of Utah,Big 12 Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1123,107094,3087533,Rio Mendez,100.0,team+fullname,HIGH,2B,So,1123
2309120284,MIRIAH,POWELL,Miriah Powell,University of Evansville,Missouri Valley Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1313,107557,3112657,Miriah Powell,100.0,team+lastname,HIGH,CF,So,1313
2208651577,RILEY,ZACHE,Riley Zache,University of Oklahoma,Southeastern Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1086,106836,3094915,Riley Zache,100.0,team+fullname,HIGH,C,So,1086
2309107919,ELLIE,TALLEY,Ellie Talley,University of Delaware,Conference USA,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1153,106458,3091414,Ellie Talley,100.0,team+lastname,HIGH,3B,So,1153
2412477091,KARIS,STEWART,Karis Stewart,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1359,140021,3243195,Karis Stewart,100.0,team+lastname,HIGH,P,Jr,1359
2204542736,MIKAELA,MORTIMER,Mikaela Mortimer,University of Central Arkansas,Atlantic Sun Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1293,108466,3112730,Mikaela Mortimer,100.0,team+lastname,HIGH,DH,So,1293
2307950420,MAKENNA,MEADOWS,Makenna Meadows,St. John's University (New York),BIG EAST Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1297,145136,3229392,Makenna Meadows,100.0,team+lastname,HIGH,3B,Fr,1297
2106183867,PEYTON,WELKER,Peyton Welker,Texas A&M University-Corpus Christi,Southland Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1301,126535,,Peyton Welker,100.0,team+fullname,HIGH,P,,1301
2307950912,AVERY,PORTER,Avery Porter,"University of Missouri, Columbia",Southeastern Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1282,143490,3225804,Avery Porter,100.0,team+lastname,HIGH,INF,Fr,1282
2410440646,REGANIED,FRANKA,Reganied Franka,University of South Alabama,Sun Belt Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1316,144846,3227673,Reganied Franka,100.0,team+lastname,HIGH,SS,Jr,1316
2101994958,MIA,GALELLA,Mia Galella,Boston College,Atlantic Coast Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1324,140345,3227160,Mia Galella,100.0,team+lastname,HIGH,OF,Fr,1324
2310138077,CAMRYNN,GORDON,Camrynn Gordon,Oregon State University,West Coast Conference,I,06/08/2026,06/08/2026,Active,2025-26,Softball,1356,144164,3229314,Camrynn Gordon,100.0,team+lastname,HIGH,SS,Fr,1356
