sport,division,team,date,opponent,result,runsFor,runsAgainst,teamYearId,opponentYearId
softball,unknown,Ozarks (AR),2026-03-06,McMurry,L 2-4,2.0,4.0,614148,614188.0
softball,unknown,Ozarks (AR),2026-03-07,McMurry,W 7-1,7.0,1.0,614148,614188.0
softball,unknown,Ozarks (AR),2026-03-29,St. Thomas (TX),L 0-1,0.0,1.0,614148,614170.0
softball,unknown,Pace,2026-03-14,Shaw,W 7-0,7.0,0.0,613948,613961.0
softball,unknown,Pace,2026-03-14,Shaw,W 11-0,11.0,0.0,613948,613961.0
softball,unknown,Pace,2026-03-28,Southern N.H.,L 1-3,1.0,3.0,613948,613943.0
softball,unknown,Pace,2026-03-28,Southern N.H.,L 0-12,0.0,12.0,613948,613943.0
softball,unknown,Palm Beach Atl.,2026-03-28,Nova Southeastern,L 2-3,2.0,3.0,613921,613917.0
softball,unknown,Palm Beach Atl.,2026-03-28,Nova Southeastern,L 1-2,1.0,2.0,613921,613917.0
softball,D1,Penn,2026-04-05,Yale,W 7-6,7.0,6.0,613646,613755.0
softball,unknown,Penn College,2026-03-28,Cairn,W 8-1,8.0,1.0,614521,614466.0
softball,unknown,Penn College,2026-03-28,Cairn,W 10-0,10.0,0.0,614521,614466.0
softball,unknown,Penn St.-Abington,2026-03-21,Cairn,L 8-9,8.0,9.0,614178,614466.0
softball,unknown,Penn St.-Abington,2026-03-21,Cairn,W 12-4,12.0,4.0,614178,614466.0
softball,unknown,Penn St.-Abington,2026-04-16,Rowan,L 2-3,2.0,3.0,614178,614527.0
softball,unknown,Penn St.-Abington,2026-04-16,Rowan,L 0-9,0.0,9.0,614178,614527.0
softball,unknown,Penn St.-Altoona,2026-03-19,Juniata,L 0-5,0.0,5.0,614153,614288.0
softball,unknown,Penn St.-Altoona,2026-03-19,Juniata,W 4-2,4.0,2.0,614153,614288.0
softball,unknown,Penn St.-Altoona,2026-03-31,Pitt.-Greensburg,L 0-3,0.0,3.0,614153,614503.0
softball,unknown,Penn St.-Altoona,2026-03-31,Pitt.-Greensburg,W 8-2,8.0,2.0,614153,614503.0
softball,unknown,Pitt.-Greensburg,2026-03-31,Penn St.-Altoona,W 3-0,3.0,0.0,614503,614153.0
softball,unknown,Pitt.-Greensburg,2026-03-31,Penn St.-Altoona,L 2-8,2.0,8.0,614503,614153.0
softball,unknown,Pitt.-Johnstown,2026-04-04,Clarion,W 6-4,6.0,4.0,613951,614024.0
softball,unknown,Pitt.-Johnstown,2026-04-04,Clarion,W 3-2,3.0,2.0,613951,614024.0
softball,unknown,Plymouth St.,2026-03-31,Bridgewater St.,W 2-1,2.0,1.0,614349,614216.0
softball,unknown,Plymouth St.,2026-03-31,Bridgewater St.,W 9-3,9.0,3.0,614349,614216.0
softball,unknown,Pomona-Pitzer,2026-04-10,Whittier,L 4-12,4.0,12.0,614350,614418.0
softball,D1,Prairie View,2026-02-07,"Manhattan @San Antonio, TX",W 5-3,5.0,3.0,613648,613856.0
softball,D1,Prairie View,2026-02-07,"Bradley @San Antonio, TX",L 12-16,12.0,16.0,613648,613794.0
softball,D1,Prairie View,2026-02-08,UIW,L 0-8,0.0,8.0,613648,613768.0
softball,unknown,Principia,2026-03-31,Webster,L 0-16,0.0,16.0,614352,614409.0
softball,unknown,Principia,2026-03-31,Webster,L 0-15,0.0,15.0,614352,614409.0
softball,unknown,Puget Sound,2026-03-01,La Sierra,W 3-1,3.0,1.0,614353,616404.0
softball,unknown,Puget Sound,2026-03-01,La Sierra,L 4-14,4.0,14.0,614353,616404.0
softball,unknown,Quincy,2026-03-28,Truman St.,L 0-3,0.0,3.0,613953,613945.0
softball,unknown,Quincy,2026-03-28,Truman St.,L 1-4,1.0,4.0,613953,613945.0
softball,unknown,Quincy,2026-04-12,Southwest Baptist,L 3-6,3.0,6.0,613953,613882.0
softball,unknown,Quincy,2026-04-12,Southwest Baptist,W 9-4,9.0,4.0,613953,613882.0
softball,unknown,Ramapo,2026-03-31,New Jersey City,W 11-2,11.0,2.0,614354,614284.0
softball,unknown,Ramapo,2026-03-31,New Jersey City,W 9-1,9.0,1.0,614354,614284.0
softball,unknown,Regis (CO),2026-03-28,Colo. Sch. of Mines,W 11-2,11.0,2.0,613954,614026.0
softball,unknown,Regis (CO),2026-03-28,Colo. Sch. of Mines,L 3-4,3.0,4.0,613954,614026.0
softball,unknown,Rhode Island Col.,2026-03-31,JWU (Providence),L 8-11,8.0,11.0,614360,614147.0
softball,unknown,Rhode Island Col.,2026-03-31,JWU (Providence),W 13-9,13.0,9.0,614360,614147.0
softball,unknown,Rivier,2026-03-31,UMass Boston,L 5-15,5.0,15.0,614142,614312.0
softball,unknown,Rivier,2026-03-31,UMass Boston,L 0-8,0.0,8.0,614142,614312.0
softball,unknown,Rockhurst,2026-03-28,Lewis,L 1-2,1.0,2.0,613863,614056.0
softball,unknown,Rockhurst,2026-03-28,Lewis,L 4-9,4.0,9.0,613863,614056.0
softball,unknown,Rogers St.,2026-03-28,Newman,W 7-0,7.0,0.0,614125,613925.0
softball,unknown,Rogers St.,2026-03-28,Newman,W 8-0,8.0,0.0,614125,613925.0
softball,unknown,Rollins,2026-03-28,Lynn,W 4-2,4.0,2.0,613955,613914.0
softball,unknown,Rollins,2026-03-28,Lynn,W 7-3,7.0,3.0,613955,613914.0
softball,unknown,Roosevelt,2026-03-03,"West Va. Wesleyan @Melbourne, FL",L 1-4,1.0,4.0,614113,613899.0
softball,unknown,Roosevelt,2026-03-03,"Walsh @Melbourne, FL",W 3-0,3.0,0.0,614113,613988.0
softball,unknown,Roosevelt,2026-03-28,Saginaw Valley,L 0-8,0.0,8.0,614113,614120.0
softball,unknown,Roosevelt,2026-03-28,Saginaw Valley,L 2-16,2.0,16.0,614113,614120.0
softball,unknown,Rowan,2026-03-31,Stockton,L 2-7,2.0,7.0,614527,614391.0
softball,unknown,Rowan,2026-03-31,Stockton,L 2-4,2.0,4.0,614527,614391.0
softball,unknown,Rowan,2026-04-16,Penn St.-Abington,W 3-2,3.0,2.0,614527,614178.0
softball,unknown,Rowan,2026-04-16,Penn St.-Abington,W 9-0,9.0,0.0,614527,614178.0
softball,unknown,Rutgers-Camden,2026-03-31,TCNJ,L 0-12,0.0,12.0,614367,614396.0
softball,unknown,Rutgers-Camden,2026-03-31,TCNJ,L 0-8,0.0,8.0,614367,614396.0
softball,unknown,Rutgers-Newark,2026-03-14,"St. Catherine @Melbourne , FL",L 1-14,1.0,14.0,614368,614370.0
softball,unknown,Rutgers-Newark,2026-03-14,"St. Mary's (IN) @Viera, FL",L 1-9,1.0,9.0,614368,614492.0
softball,unknown,Rutgers-Newark,2026-03-19,"St. Norbert @Melbourne, FL",L 1-11,1.0,11.0,614368,614374.0
softball,unknown,Rutgers-Newark,2026-03-19,"Webster @Melbourne, FL",L 6-9,6.0,9.0,614368,614409.0
softball,unknown,Rutgers-Newark,2026-03-26,Drew,L 1-2,1.0,2.0,614368,614247.0
softball,unknown,Rutgers-Newark,2026-03-26,Drew,L 3-5,3.0,5.0,614368,614247.0
softball,D1,SFA,2026-02-10,ULM,L 2-3 (9),2.0,3.0,613683,613631.0
softball,unknown,SUNY Brockport,2026-04-08,Keuka,W 4-3,4.0,3.0,614217,614454.0
softball,unknown,SUNY Brockport,2026-04-08,Keuka,W 5-2,5.0,2.0,614217,614454.0
softball,unknown,SUNY Brockport,2026-04-11,SUNY Poly,W 11-1,11.0,1.0,614217,614497.0
softball,unknown,SUNY Brockport,2026-04-11,SUNY Poly,W 7-6,7.0,6.0,614217,614497.0
softball,unknown,SUNY Cobleskill,2026-04-12,Me.-Farmington,L 2-8,2.0,8.0,614174,614304.0
softball,unknown,SUNY Cobleskill,2026-04-12,Me.-Farmington,W 9-0,9.0,0.0,614174,614304.0
softball,unknown,SUNY Geneseo,2026-04-10,SUNY Poly,W 5-2,5.0,2.0,614265,614497.0
softball,unknown,SUNY Geneseo,2026-04-10,SUNY Poly,W 7-1,7.0,1.0,614265,614497.0
softball,unknown,SUNY Poly,2026-04-10,SUNY Geneseo,L 2-5,2.0,5.0,614497,614265.0
softball,unknown,SUNY Poly,2026-04-10,SUNY Geneseo,L 1-7,1.0,7.0,614497,614265.0
softball,unknown,SUNY Poly,2026-04-11,SUNY Brockport,L 1-11,1.0,11.0,614497,614217.0
softball,unknown,SUNY Poly,2026-04-11,SUNY Brockport,L 6-7,6.0,7.0,614497,614217.0
softball,unknown,SUNY Poly,2026-04-15,Hartwick,W 8-2,8.0,2.0,614497,614137.0
softball,unknown,SUNY Poly,2026-04-15,Hartwick,L 3-5,3.0,5.0,614497,614137.0
softball,unknown,SUNY Poly,2026-04-17,Houghton,W 8-0,8.0,0.0,614497,614179.0
softball,unknown,SUNY Poly,2026-04-17,Houghton,W 7-1,7.0,1.0,614497,614179.0
softball,unknown,Saginaw Valley,2026-03-28,Roosevelt,W 8-0,8.0,0.0,614120,614113.0
softball,unknown,Saginaw Valley,2026-03-28,Roosevelt,W 16-2,16.0,2.0,614120,614113.0
softball,D1,Saint Joseph's,2026-03-25,Seton Hall,L 3-4 (10),3.0,4.0,613661,613669.0
softball,unknown,Saint Leo,2026-03-28,Florida Tech,W 3-2,3.0,2.0,613958,614040.0
softball,unknown,Saint Leo,2026-03-28,Florida Tech,W 4-3,4.0,3.0,613958,614040.0
softball,unknown,Saint Martin's,2026-03-28,Mont. St. Billings,W 17-1,17.0,1.0,613865,614030.0
softball,unknown,Saint Martin's,2026-03-28,Mont. St. Billings,W 8-0,8.0,0.0,613865,614030.0
softball,unknown,Saint Michael's,2026-03-28,Bentley,L 4-8,4.0,8.0,613959,614012.0
softball,unknown,Saint Michael's,2026-03-28,Bentley,W 6-2,6.0,2.0,613959,614012.0
softball,unknown,Salem (WV),2026-03-28,Frostburg St.,L 1-11,1.0,11.0,613913,614096.0
softball,unknown,Salem (WV),2026-03-28,Frostburg St.,W 4-1,4.0,1.0,613913,614096.0
softball,unknown,Salem St.,2026-03-13,Me.-Presque Isle,W 15-1,15.0,1.0,614377,614163.0
softball,unknown,Salem St.,2026-03-13,Me.-Presque Isle,W 9-1,9.0,1.0,614377,614163.0
softball,unknown,Salve Regina,2026-03-31,Lesley,W 7-1,7.0,1.0,614379,614151.0
softball,unknown,Salve Regina,2026-03-31,Lesley,W 17-1,17.0,1.0,614379,614151.0
softball,unknown,San Fran. St.,2026-03-28,Menlo,W 8-5,8.0,5.0,613960,614115.0
softball,unknown,San Fran. St.,2026-03-28,Menlo,L 3-4 (11),3.0,4.0,613960,614115.0
softball,unknown,Savannah St.,2026-03-06,Albany St. (GA),W 3-2,3.0,2.0,614101,614003.0
softball,unknown,Savannah St.,2026-03-06,Albany St. (GA),L 6-7,6.0,7.0,614101,614003.0
softball,unknown,Savannah St.,2026-03-07,Albany St. (GA),L 1-2,1.0,2.0,614101,614003.0
softball,unknown,Savannah St.,2026-03-11,"Lane @Birmingham, AL",L 3-4,3.0,4.0,614101,614054.0
softball,unknown,Savannah St.,2026-03-11,Kentucky St.,W 8-7,8.0,7.0,614101,614051.0
softball,unknown,Savannah St.,2026-03-27,Allen,W 5-2,5.0,2.0,614101,614108.0
softball,unknown,Savannah St.,2026-03-27,Allen,W 10-0,10.0,0.0,614101,614108.0
softball,unknown,Savannah St.,2026-03-28,Allen,W 15-1,15.0,1.0,614101,614108.0
softball,D1,Seton Hall,2026-03-13,UConn,W 5-4,5.0,4.0,613669,613728.0
softball,D1,Seton Hall,2026-03-14,UConn,L 6-8,6.0,8.0,613669,613728.0
softball,D1,Seton Hall,2026-03-25,Saint Joseph's,W 4-3 (10),4.0,3.0,613669,613661.0
softball,unknown,Sewanee,2026-02-14,MUW,L 6-7 (9),6.0,7.0,614386,614514.0
softball,unknown,Sewanee,2026-02-14,"Covenant @Columbus, MS",W 3-0,3.0,0.0,614386,614177.0
softball,unknown,Sewanee,2026-03-15,Wesleyan (GA),W 8-5,8.0,5.0,614386,614507.0
softball,unknown,Sewanee,2026-03-15,Wesleyan (GA),W 13-8,13.0,8.0,614386,614507.0
softball,unknown,Shaw,2026-03-14,Pace,L 0-7,0.0,7.0,613961,613948.0
softball,unknown,Shaw,2026-03-14,Pace,L 0-11,0.0,11.0,613961,613948.0
softball,unknown,Shaw,2026-03-27,"Bluefield St. @Raleigh, NC",W 10-3,10.0,3.0,613961,613981.0
softball,unknown,Shaw,2026-03-27,"Lincoln (PA) @Raleigh, NC",L 3-5,3.0,5.0,613961,614058.0
softball,unknown,Shaw,2026-03-28,"Bowie St. @Raleigh, N.C.",L 0-2,0.0,2.0,613961,614014.0
softball,unknown,Shaw,2026-03-28,"Virginia Union @Raleigh, Raleigh",L 4-13,4.0,13.0,613961,613973.0
softball,unknown,Shaw,2026-03-31,Mid-Atlantic Christ.,L 2-14,2.0,14.0,613961,
softball,unknown,Shaw,2026-03-31,Mid-Atlantic Christ.,L 8-18,8.0,18.0,613961,
softball,unknown,Shaw,2026-04-10,Johnson C. Smith,W 9-7,9.0,7.0,613961,614050.0
softball,unknown,Shaw,2026-04-10,Johnson C. Smith,L 8-9,8.0,9.0,613961,614050.0
softball,unknown,Shaw,2026-04-11,Livingstone,W 10-6,10.0,6.0,613961,614060.0
softball,unknown,Shaw,2026-04-11,Livingstone,W 11-6,11.0,6.0,613961,614060.0
softball,unknown,Shorter,2026-02-21,Columbus St.,L 0-10,0.0,10.0,613990,614131.0
softball,unknown,Shorter,2026-03-28,Southern Wesleyan,L 0-6,0.0,6.0,613990,613997.0
softball,unknown,Shorter,2026-03-28,Southern Wesleyan,L 0-8,0.0,8.0,613990,613997.0
softball,unknown,Sioux Falls,2026-03-28,Minn. Duluth,W 7-0,7.0,0.0,613939,614069.0
softball,unknown,Sioux Falls,2026-03-28,Minn. Duluth,W 3-1,3.0,1.0,613939,614069.0
softball,unknown,Slippery Rock,2026-03-28,California (PA),W 3-2,3.0,2.0,613963,614021.0
softball,unknown,Slippery Rock,2026-03-28,California (PA),W 11-1,11.0,1.0,613963,614021.0
softball,D1,South Carolina St.,2026-03-14,Morgan St.,W 4-3,4.0,3.0,613671,613619.0
softball,D1,South Carolina St.,2026-03-14,Morgan St.,W 7-4,7.0,4.0,613671,613619.0
softball,D1,South Carolina St.,2026-03-15,Morgan St.,W 4-1,4.0,1.0,613671,613619.0
softball,D1,South Carolina St.,2026-04-04,Norfolk St.,L 1-2,1.0,2.0,613671,613578.0
softball,D1,South Carolina St.,2026-04-11,UMES,W 5-2,5.0,2.0,613671,613552.0
softball,D1,South Carolina St.,2026-04-11,UMES,W 8-3,8.0,3.0,613671,613552.0
softball,D1,South Carolina St.,2026-04-12,UMES,L 0-2,0.0,2.0,613671,613552.0
softball,D1,South Dakota St.,2026-03-29,North Dakota,W 8-0,8.0,0.0,613673,613629.0
softball,unknown,Southern Ark.,2026-03-28,Henderson St.,W 3-1,3.0,1.0,613868,614091.0
softball,unknown,Southern Ark.,2026-03-28,Henderson St.,L 3-5,3.0,5.0,613868,614091.0
softball,unknown,Southern Conn. St.,2026-04-14,American Int'l,L 6-7,6.0,7.0,613965,614004.0
softball,unknown,Southern Conn. St.,2026-04-14,American Int'l,W 10-0,10.0,0.0,613965,614004.0
softball,D1,Southern Miss.,2026-04-12,Ga. Southern,W 2-1,2.0,1.0,613677,613816.0
softball,unknown,Southern N.H.,2026-03-28,Pace,W 3-1,3.0,1.0,613943,613948.0
softball,unknown,Southern N.H.,2026-03-28,Pace,W 12-0,12.0,0.0,613943,613948.0
softball,unknown,Southern Nazarene,2026-03-28,Northwestern Okla.,W 7-0,7.0,0.0,614124,613994.0
softball,unknown,Southern Nazarene,2026-03-28,Northwestern Okla.,W 8-0,8.0,0.0,614124,613994.0
softball,D1,Southern Utah,2026-03-01,Weber St.,W 3-2,3.0,2.0,613679,613710.0
softball,D1,Southern Utah,2026-03-01,Weber St.,W 3-1,3.0,1.0,613679,613710.0
softball,unknown,Southern Va.,2026-03-19,Wilson,W 18-9,18.0,9.0,614182,614506.0
softball,unknown,Southern Va.,2026-03-19,Wilson,W 11-0,11.0,0.0,614182,614506.0
softball,unknown,Southern Va.,2026-04-11,Methodist,L 3-5,3.0,5.0,614182,614315.0
softball,unknown,Southern Va.,2026-04-11,Methodist,W 3-1,3.0,1.0,614182,614315.0
softball,unknown,Southern Wesleyan,2026-03-28,Shorter,W 6-0,6.0,0.0,613997,613990.0
softball,unknown,Southern Wesleyan,2026-03-28,Shorter,W 8-0,8.0,0.0,613997,613990.0
softball,unknown,Southwest Baptist,2026-03-28,UIndy,L 0-13,0.0,13.0,613882,614049.0
softball,unknown,Southwest Baptist,2026-03-28,UIndy,L 3-7,3.0,7.0,613882,614049.0
softball,unknown,Southwest Baptist,2026-04-12,Quincy,W 6-3,6.0,3.0,613882,613953.0
softball,unknown,Southwest Baptist,2026-04-12,Quincy,L 4-9,4.0,9.0,613882,613953.0
softball,unknown,Southwest Minn. St.,2026-03-28,Bemidji St.,W 10-2,10.0,2.0,613887,614010.0
softball,unknown,Southwest Minn. St.,2026-03-28,Bemidji St.,W 8-1,8.0,1.0,613887,614010.0
softball,unknown,Southwestern (TX),2026-04-11,Trinity (TX),W 5-4,5.0,4.0,614493,614398.0
softball,unknown,Southwestern Okla.,2026-03-28,East Central,L 4-6,4.0,6.0,613888,613892.0
softball,unknown,Southwestern Okla.,2026-03-28,East Central,L 1-3,1.0,3.0,613888,613892.0
softball,unknown,Spring Hill,2026-02-07,"Delta St. @Mobile, Ala.",W 13-5,13.0,5.0,614126,614028.0
softball,unknown,Spring Hill,2026-02-07,Delta St.,W 9-1,9.0,1.0,614126,614028.0
softball,unknown,Spring Hill,2026-03-21,Tuskegee,W 3-2 (8),3.0,2.0,614126,613969.0
softball,unknown,Spring Hill,2026-03-21,Tuskegee,L 0-1,0.0,1.0,614126,613969.0
softball,unknown,Spring Hill,2026-03-22,Tuskegee,L 1-9,1.0,9.0,614126,613969.0
softball,unknown,Spring Hill,2026-03-28,Lane,W 7-1,7.0,1.0,614126,614054.0
softball,unknown,Spring Hill,2026-03-28,Lane,W 9-0,9.0,0.0,614126,614054.0
softball,unknown,Spring Hill,2026-03-29,Lane,W 10-2,10.0,2.0,614126,614054.0
softball,unknown,Spring Hill,2026-04-12,LeMoyne-Owen,W 16-0,16.0,0.0,614126,614055.0
softball,unknown,Spring Hill,2026-04-14,Montevallo,L 4-10,4.0,10.0,614126,614105.0
softball,unknown,Spring Hill,2026-04-14,Montevallo,L 0-7,0.0,7.0,614126,614105.0
softball,D1,St. Bonaventure,2026-02-08,"Bucknell @Commerce, TX",L 3-7,3.0,7.0,613659,613798.0
softball,unknown,St. Cloud St.,2026-03-28,Jamestown,W 3-1,3.0,1.0,613957,613859.0
softball,unknown,St. Cloud St.,2026-03-28,Jamestown,W 8-1,8.0,1.0,613957,613859.0
softball,unknown,St. Lawrence,2026-04-17,Ithaca,L 1-4,1.0,4.0,614372,614283.0
softball,unknown,St. Mary's (IN),2026-03-14,"Rutgers-Newark @Viera, FL",W 9-1,9.0,1.0,614492,614368.0
softball,unknown,St. Mary's (IN),2026-03-14,St. Norbert,L 5-12,5.0,12.0,614492,614374.0
softball,unknown,St. Mary's (IN),2026-04-08,Calvin,L 2-10,2.0,10.0,614492,614222.0
softball,unknown,St. Mary's (IN),2026-04-08,Calvin,L 1-3,1.0,3.0,614492,614222.0
softball,unknown,St. Mary's (TX),2026-03-28,Okla. Christian,W 2-1,2.0,1.0,613866,613995.0
softball,unknown,St. Mary's (TX),2026-03-28,Okla. Christian,L 1-18,1.0,18.0,613866,613995.0
softball,unknown,St. Thomas (TX),2026-03-03,Texas Southern,L 2-4,2.0,4.0,614170,613692.0
softball,unknown,St. Thomas (TX),2026-03-29,Ozarks (AR),W 1-0,1.0,0.0,614170,614148.0
softball,D1,Stanford,2026-04-12,Florida St.,W 6-5 (8),6.0,5.0,613682,613749.0
softball,unknown,Stanislaus St.,2026-03-28,Chico St.,L 1-4,1.0,4.0,614020,614018.0
softball,unknown,Stanislaus St.,2026-03-28,Chico St.,L 0-4,0.0,4.0,614020,614018.0
softball,unknown,Stevenson,2026-03-31,Mary Washington,W 12-4,12.0,4.0,614145,614307.0
softball,unknown,Stevenson,2026-03-31,Mary Washington,L 5-6,5.0,6.0,614145,614307.0
softball,unknown,Stockton,2026-03-31,Rowan,W 7-2,7.0,2.0,614391,614527.0
softball,unknown,Stockton,2026-03-31,Rowan,W 4-2,4.0,2.0,614391,614527.0
softball,unknown,Suffolk,2026-02-14,"La Sierra @Riverside, CA",W 4-2,4.0,2.0,614392,
softball,unknown,Swarthmore,2026-03-31,Franklin & Marshall,W 5-0,5.0,0.0,614394,614262.0
softball,unknown,Swarthmore,2026-03-31,Franklin & Marshall,W 6-5 (8),6.0,5.0,614394,614262.0
softball,unknown,TCNJ,2026-03-01,Salisbury,W 4-2,4.0,2.0,614396,614378.0
softball,unknown,TCNJ,2026-03-01,"Swarthmore @Salisbury, MD",L 4-5,4.0,5.0,614396,614394.0
softball,unknown,TCNJ,2026-03-17,"St. Joseph's (L.I.) @North Myrtle Beach, SC",W 16-5,16.0,5.0,614396,614469.0
softball,unknown,TCNJ,2026-03-31,Rutgers-Camden,W 12-0,12.0,0.0,614396,614367.0
softball,unknown,TCNJ,2026-03-31,Rutgers-Camden,W 8-0,8.0,0.0,614396,614367.0
softball,unknown,Tampa,2026-03-28,Embry-Riddle (FL),W 2-1 (9),2.0,1.0,613966,613900.0
softball,unknown,Tampa,2026-03-28,Embry-Riddle (FL),L 1-2,1.0,2.0,613966,613900.0
softball,D1,Tennessee,2026-04-12,Kentucky,W 6-0,6.0,0.0,613689,613843.0
softball,D1,Tennessee St.,2026-02-20,ETSU,L 0-17,0.0,17.0,613687,613740.0
softball,unknown,Tex. A&M-Kingsville,2026-03-28,Angelo St.,W 5-3,5.0,3.0,613967,614005.0
softball,unknown,Tex. A&M-Kingsville,2026-03-28,Angelo St.,W 8-2,8.0,2.0,613967,614005.0
softball,D1,Texas A&M,2026-04-12,Ole Miss,W 10-9,10.0,9.0,613691,613562.0
softball,D1,Texas Southern,2026-03-03,St. Thomas (TX),W 4-2,4.0,2.0,613692,614170.0
softball,unknown,Thomas More,2026-03-19,Kentucky St.,W 8-0,8.0,0.0,614036,614051.0
softball,unknown,Thomas More,2026-03-19,Kentucky St.,W 11-1,11.0,1.0,614036,614051.0
softball,unknown,Thomas More,2026-03-29,Walsh,L 4-7,4.0,7.0,614036,613988.0
softball,unknown,Thomas More,2026-03-29,Walsh,L 0-12,0.0,12.0,614036,613988.0
softball,unknown,Thomas More,2026-04-02,Ashland,L 1-2,1.0,2.0,614036,614006.0
softball,unknown,Thomas More,2026-04-02,Ashland,W 8-2,8.0,2.0,614036,614006.0
softball,unknown,Thomas More,2026-04-11,Findlay,L 1-5,1.0,5.0,614036,614084.0
softball,unknown,Thomas More,2026-04-11,Findlay,W 5-4,5.0,4.0,614036,614084.0
softball,unknown,Thomas More,2026-04-12,Tiffin,L 1-15,1.0,15.0,614036,613869.0
softball,unknown,Thomas More,2026-04-12,Tiffin,W 6-5,6.0,5.0,614036,613869.0
softball,unknown,Tiffin,2026-04-12,Thomas More,W 15-1,15.0,1.0,613869,614036.0
softball,unknown,Tiffin,2026-04-12,Thomas More,L 5-6,5.0,6.0,613869,614036.0
softball,unknown,Transylvania,2026-03-13,Denison,W 8-0,8.0,0.0,614519,614245.0
softball,unknown,Transylvania,2026-03-14,Millikin,L 3-5,3.0,5.0,614519,614317.0
softball,unknown,Transylvania,2026-03-14,Adrian,W 1-0,1.0,0.0,614519,614193.0
softball,unknown,Transylvania,2026-03-26,Asbury,W 10-2,10.0,2.0,614519,614511.0
softball,unknown,Transylvania,2026-03-26,Asbury,W 8-2,8.0,2.0,614519,614511.0
softball,unknown,Transylvania,2026-03-31,Hanover,W 8-1,8.0,1.0,614519,614450.0
softball,unknown,Transylvania,2026-03-31,Hanover,W 13-1,13.0,1.0,614519,614450.0
softball,unknown,Trinity (TX),2026-04-11,Southwestern (TX),L 4-5,4.0,5.0,614398,614493.0
softball,D1,Troy,2026-03-03,Georgia Tech,W 6-2,6.0,2.0,613700,613818.0
softball,unknown,Truman St.,2026-03-28,Quincy,W 3-0,3.0,0.0,613945,613953.0
softball,unknown,Truman St.,2026-03-28,Quincy,W 4-1,4.0,1.0,613945,613953.0
softball,D1,Tulsa,2026-04-12,UAB,W 5-1,5.0,1.0,613701,613778.0
softball,unknown,Tusculum,2026-03-28,Wingate,W 2-0,2.0,0.0,613909,613876.0
softball,unknown,Tusculum,2026-03-28,Wingate,L 4-12,4.0,12.0,613909,613876.0
softball,unknown,Tuskegee,2026-02-10,Stillman,W 4-0,4.0,0.0,613969,
softball,unknown,Tuskegee,2026-02-10,Stillman,W 8-5,8.0,5.0,613969,
softball,unknown,Tuskegee,2026-02-28,Lane,W 20-0,20.0,0.0,613969,614054.0
softball,unknown,Tuskegee,2026-02-28,Lane,W 13-3,13.0,3.0,613969,614054.0
softball,unknown,Tuskegee,2026-03-01,Lane,W 15-2,15.0,2.0,613969,614054.0
softball,unknown,Tuskegee,2026-03-21,Spring Hill,L 2-3 (8),2.0,3.0,613969,614126.0
softball,unknown,Tuskegee,2026-03-21,Spring Hill,W 1-0,1.0,0.0,613969,614126.0
softball,unknown,Tuskegee,2026-03-22,Spring Hill,W 9-1,9.0,1.0,613969,614126.0
softball,unknown,Tuskegee,2026-03-28,LeMoyne-Owen,W 9-1,9.0,1.0,613969,614055.0
softball,unknown,Tuskegee,2026-03-28,LeMoyne-Owen,W 14-6,14.0,6.0,613969,614055.0
softball,unknown,Tuskegee,2026-03-29,LeMoyne-Owen,W 12-2,12.0,2.0,613969,614055.0
softball,unknown,Tuskegee,2026-04-08,Talladega,W 18-0,18.0,0.0,613969,
softball,unknown,Tuskegee,2026-04-08,Talladega,W 11-2,11.0,2.0,613969,
softball,unknown,Tuskegee,2026-04-11,Kentucky St.,W 6-3,6.0,3.0,613969,614051.0
softball,unknown,Tuskegee,2026-04-11,Kentucky St.,W 13-0,13.0,0.0,613969,614051.0
softball,unknown,Tuskegee,2026-04-12,Kentucky St.,W 14-1,14.0,1.0,613969,614051.0
softball,unknown,U New England,2026-04-01,Endicott,L 6-9,6.0,9.0,614463,614496.0
softball,D1,UAB,2026-04-12,Tulsa,L 1-5,1.0,5.0,613778,613701.0
softball,unknown,UAH,2026-03-28,Delta St.,L 3-5,3.0,5.0,614002,614028.0
softball,D1,UC Riverside,2026-03-13,Long Beach St.,L 1-6,1.0,6.0,613717,613804.0
softball,D1,UC Riverside,2026-03-13,Long Beach St.,L 4-5,4.0,5.0,613717,613804.0
softball,D1,UC San Diego,2026-02-05,Wagner,W 11-3,11.0,3.0,613583,613708.0
softball,unknown,UCCS,2026-03-28,Colorado Mesa,W 1-0,1.0,0.0,613901,613905.0
softball,unknown,UCCS,2026-03-28,Colorado Mesa,W 4-1,4.0,1.0,613901,613905.0
softball,unknown,UChicago,2026-03-24,Calvin,L 0-1,0.0,1.0,614234,614222.0
softball,unknown,UChicago,2026-03-24,Calvin,L 1-18,1.0,18.0,614234,614222.0
softball,unknown,UChicago,2026-04-04,Carnegie Mellon,L 5-14,5.0,14.0,614234,614190.0
softball,D1,UConn,2026-02-06,"Marshall @Tallahassee, FL",L 1-10,1.0,10.0,613728,613858.0
softball,D1,UConn,2026-03-13,Seton Hall,L 4-5,4.0,5.0,613728,613669.0
softball,D1,UConn,2026-03-14,Seton Hall,W 8-6,8.0,6.0,613728,613669.0
softball,D1,UIW,2026-02-06,Manhattan,W 12-4,12.0,4.0,613768,613856.0
