sport,division,team,date,opponent,result,runsFor,runsAgainst,teamYearId,opponentYearId
baseball,unknown,Franklin,2026-02-28,Ripon,W 10-8,10.0,8.0,615453,615328.0
baseball,unknown,Franklin,2026-03-06,Carroll (WI),L 9-12,9.0,12.0,615453,615170.0
baseball,unknown,Franklin,2026-03-06,Carroll (WI),W 9-3,9.0,3.0,615453,615170.0
baseball,unknown,Franklin,2026-03-18,Millikin,L 2-13,2.0,13.0,615453,615264.0
baseball,unknown,Franklin,2026-04-06,Manchester,L 6-10,6.0,10.0,615453,615433.0
baseball,unknown,Franklin & Marshall,2026-03-24,Cairn,W 13-0,13.0,0.0,615211,615441.0
baseball,unknown,Franklin & Marshall,2026-04-04,Swarthmore,W 6-5,6.0,5.0,615211,615361.0
baseball,unknown,Franklin & Marshall,2026-04-04,Swarthmore,L 6-27,6.0,27.0,615211,615361.0
baseball,unknown,Fredonia,2026-03-15,"Rutgers-Newark @Davenport, FL",L 2-3 (8),2.0,3.0,615212,615336.0
baseball,unknown,Fredonia,2026-04-04,SUNY Oneonta,W 14-13,14.0,13.0,615212,615312.0
baseball,unknown,Fredonia,2026-04-04,SUNY Oneonta,L 4-15,4.0,15.0,615212,615312.0
baseball,unknown,Fredonia,2026-04-08,Hobart,L 0-25,0.0,25.0,615212,615287.0
baseball,D1,Fresno St.,2026-04-02,Grand Canyon,W 10-8,10.0,8.0,614768,614830.0
baseball,D1,Ga. Southern,2026-04-02,Texas St.,L 5-8,5.0,8.0,614612,614747.0
baseball,unknown,Ga. Southwestern,2026-03-01,Augusta,W 12-1,12.0,1.0,614879,615006.0
baseball,unknown,Ga. Southwestern,2026-04-07,Albany St. (GA),W 4-3,4.0,3.0,614879,615001.0
baseball,unknown,Gannon,2026-03-24,Ashland,L 5-8,5.0,8.0,615037,615004.0
baseball,D1,Gardner-Webb,2026-04-02,UNC Asheville,W 13-6,13.0,6.0,614829,614674.0
baseball,unknown,Geneva,2026-04-04,Westminster (PA),W 8-5,8.0,5.0,615127,615449.0
baseball,unknown,Geneva,2026-04-04,Westminster (PA),L 1-2,1.0,2.0,615127,615449.0
baseball,unknown,George Fox,2026-04-04,Puget Sound,W 8-3,8.0,3.0,615420,615321.0
baseball,unknown,George Fox,2026-04-17,Claremont-M-S,W 5-4,5.0,4.0,615420,615181.0
baseball,D1,George Washington,2026-04-02,St. Bonaventure,L 0-11,0.0,11.0,614610,614723.0
baseball,D1,Georgetown,2026-04-02,Xavier,L 1-5 (12),1.0,5.0,614611,614822.0
baseball,D1,Georgia,2026-04-02,Mississippi St.,W 10-9,10.0,9.0,614615,614666.0
baseball,D1,Georgia St.,2026-04-02,ULM,W 10-7 (13),10.0,7.0,614613,614691.0
baseball,D1,Georgia Tech,2026-02-20,Stony Brook,W 14-5,14.0,5.0,614614,614751.0
baseball,D1,Georgia Tech,2026-02-20,Stony Brook,W 10-5,10.0,5.0,614614,614751.0
baseball,D1,Georgia Tech,2026-02-21,Stony Brook,W 6-5 (10),6.0,5.0,614614,614751.0
baseball,D1,Georgia Tech,2026-03-20,Pittsburgh,W 11-9,11.0,9.0,614614,614710.0
baseball,D1,Georgia Tech,2026-04-02,California,W 17-2,17.0,2.0,614614,614572.0
baseball,unknown,Gettysburg,2026-03-04,Lycoming,W 3-2,3.0,2.0,615213,615288.0
baseball,unknown,Gettysburg,2026-04-04,Haverford,L 4-7,4.0,7.0,615213,615223.0
baseball,unknown,Gettysburg,2026-04-04,Haverford,W 15-5,15.0,5.0,615213,615223.0
baseball,unknown,Gettysburg,2026-04-17,McDaniel,L 4-9,4.0,9.0,615213,615384.0
baseball,unknown,Glenville St.,2026-04-17,Davis & Elkins,W 12-2,12.0,2.0,614880,615028.0
baseball,unknown,Glenville St.,2026-04-17,Davis & Elkins,W 13-5,13.0,5.0,614880,615028.0
baseball,D1,Gonzaga,2026-04-02,Pepperdine,L 2-5,2.0,5.0,614616,614709.0
baseball,unknown,Gordon,2026-03-11,"Juniata @Davenport, FL",W 9-5,9.0,5.0,615421,615237.0
baseball,unknown,Gordon,2026-04-04,Nichols,L 0-7,0.0,7.0,615421,615300.0
baseball,unknown,Gordon,2026-04-04,Nichols,L 4-5,4.0,5.0,615421,615300.0
baseball,D1,Grambling,2026-03-22,Alabama A&M,W 13-3,13.0,3.0,614771,614846.0
baseball,D1,Grambling,2026-04-02,Jackson St.,W 12-9,12.0,9.0,614771,614631.0
baseball,D1,Grand Canyon,2026-04-02,Fresno St.,L 8-10,8.0,10.0,614830,614768.0
baseball,unknown,Greensboro,2026-04-04,Methodist,W 22-3,22.0,3.0,615215,615262.0
baseball,unknown,Greensboro,2026-04-04,Methodist,W 5-4,5.0,4.0,615215,615262.0
baseball,unknown,Greensboro,2026-04-17,Southern Va.,L 1-9,1.0,9.0,615215,615132.0
baseball,unknown,Greenville,2026-03-26,Blackburn,L 8-12,8.0,12.0,615422,615158.0
baseball,unknown,Greenville,2026-04-04,Principia,W 9-3,9.0,3.0,615422,615320.0
baseball,unknown,Greenville,2026-04-17,Lyon,W 13-7,13.0,7.0,615422,615290.0
baseball,unknown,Grinnell,2026-03-12,"Concordia Wisconsin @Pensacola, FL",L 6-8,6.0,8.0,615216,615416.0
baseball,unknown,Grinnell,2026-03-16,"Trinity (CT) @Pensacola, FL",L 4-21,4.0,21.0,615216,615364.0
baseball,unknown,Grove City,2026-02-27,John Jay,W 23-9 (8),23.0,9.0,615217,615235.0
baseball,unknown,Grove City,2026-04-09,Waynesburg,W 18-3,18.0,3.0,615217,615447.0
baseball,unknown,Grove City,2026-04-09,Waynesburg,W 14-10,14.0,10.0,615217,615447.0
baseball,unknown,Guilford,2026-04-04,Shenandoah,L 1-11,1.0,11.0,615423,615350.0
baseball,unknown,Gwynedd Mercy,2026-04-02,Centenary (NJ),L 1-11,1.0,11.0,615474,615475.0
baseball,unknown,Gwynedd Mercy,2026-04-02,Centenary (NJ),W 4-3 (10),4.0,3.0,615474,615475.0
baseball,unknown,Gwynedd Mercy,2026-04-07,Centenary (NJ),W 10-2,10.0,2.0,615474,615475.0
baseball,unknown,Gwynedd Mercy,2026-04-17,Marymount (VA),W 3-2,3.0,2.0,615474,615255.0
baseball,unknown,Hamilton,2026-04-04,Wesleyan (CT),L 4-7,4.0,7.0,615219,615382.0
baseball,unknown,Hamilton,2026-04-04,Wesleyan (CT),L 4-15,4.0,15.0,615219,615382.0
baseball,unknown,Hamilton,2026-04-17,Bowdoin,W 16-4,16.0,4.0,615219,615159.0
baseball,unknown,Hamilton,2026-04-17,Bowdoin,L 0-5,0.0,5.0,615219,615159.0
baseball,unknown,Hamline,2026-03-11,"Crown (MN) @Tucson, AZ",W 18-11,18.0,11.0,615220,615493.0
baseball,unknown,Hamline,2026-03-13,"Claremont-M-S @Tucson, AZ",L 1-14,1.0,14.0,615220,615181.0
baseball,unknown,Hamline,2026-03-13,"Carthage @Kino Sports Complex, Kino Sports Complex",W 17-6,17.0,6.0,615220,615171.0
baseball,unknown,Hampden-Sydney,2026-03-05,Regent,W 8-4,8.0,4.0,615221,615587.0
baseball,unknown,Hampden-Sydney,2026-04-04,East. Mennonite,W 9-7,9.0,7.0,615221,615200.0
baseball,unknown,Hampden-Sydney,2026-04-04,East. Mennonite,W 18-5,18.0,5.0,615221,615200.0
baseball,unknown,Hampden-Sydney,2026-04-14,Randolph-Macon,L 7-12,7.0,12.0,615221,615323.0
baseball,unknown,Hanover,2026-04-05,Rose-Hulman,W 9-7,9.0,7.0,615424,615334.0
baseball,unknown,Hardin-Simmons,2026-02-17,McMurry,W 12-5,12.0,5.0,615222,615463.0
baseball,unknown,Hardin-Simmons,2026-04-16,Howard Payne,W 13-4,13.0,4.0,615222,615455.0
baseball,unknown,Hardin-Simmons,2026-04-17,Howard Payne,W 3-2,3.0,2.0,615222,615455.0
baseball,unknown,Hardin-Simmons,2026-04-17,Howard Payne,W 12-8,12.0,8.0,615222,615455.0
baseball,unknown,Hartford,2026-04-04,Roger Williams,W 9-6,9.0,6.0,615293,615333.0
baseball,unknown,Hartford,2026-04-04,Roger Williams,W 13-2,13.0,2.0,615293,615333.0
baseball,unknown,Haverford,2026-03-08,"Baldwin Wallace @Fort Myers, FL",L 4-11,4.0,11.0,615223,615152.0
baseball,unknown,Haverford,2026-04-04,Gettysburg,W 7-4,7.0,4.0,615223,615213.0
baseball,unknown,Haverford,2026-04-04,Gettysburg,L 5-15,5.0,15.0,615223,615213.0
baseball,unknown,Haverford,2026-04-17,Ursinus,W 7-1,7.0,1.0,615223,615370.0
baseball,D1,Hawaii,2026-04-02,UC San Diego,L 9-10,9.0,10.0,614618,614755.0
baseball,unknown,Heidelberg,2026-03-21,Muskingum,L 3-4,3.0,4.0,615224,615286.0
baseball,unknown,Heidelberg,2026-03-21,Muskingum,W 4-3,4.0,3.0,615224,615286.0
