id,name,position,bio,tenure_at_school,team_id,wins,loss,ties,win_perc
889,Rich Wallace,Head Coach,,3,813,72,52,0,0.581
890,Mike Wallerich,Head Coach,,8,747,101,130,0,0.437
891,Gregg Wallis,Head Coach,,4,302,110,80,0,0.579
892,Tom Walter,Head Coach,,30,864,937,718,1,0.566
893,TJ Ward,Head Coach,,1,675,0,8,0,0
894,Mark Wasikowski,Head Coach,,11,588,304,191,0,0.614
895,Rob Watt,Head Coach,,8,508,237,119,0,0.666
896,Shaun Wegner,Head Coach,,3,479,45,81,0,0.357
897,Max Weir,Head Coach,,1,452,4,2,0,0.667
898,Jan Weisberg,Head Coach,,20,228,598,263,1,0.694
899,Luke Wetmore,Head Coach,,14,571,253,258,2,0.495
900,Jim Weyandt,Head Coach,,14,312,209,272,0,0.435
901,Billy Whaley,Head Coach,,2,564,12,27,0,0.308
902,Trent Whitcomb,Head Coach,,2,393,22,20,0,0.524
903,Walt White,Head Coach,,15,110,456,289,0,0.612
904,Tom White,Head Coach,,6,169,56,101,0,0.357
905,Ted White,Head Coach,,9,868,120,135,0,0.471
906,Louis Whitlow,Head Coach,,2,9,15,48,0,0.238
907,Todd Whitting,Head Coach,,16,337,481,368,1,0.566
908,Terrance Whittle,Head Coach,,24,971,333,466,0,0.417
909,Justin Wichert,Head Coach,,4,271,81,85,0,0.488
910,Anthony Williams,Head Coach,,15,281,315,301,1,0.511
911,Kyle Williams,Head Coach,,7,552,75,195,0,0.278
912,Mitch Wilson,Head Coach,,2,316,22,35,0,0.386
913,Nick Winecke,Head Coach,,18,673,315,322,1,0.495
914,Seth Wing,Head Coach,,15,918,246,310,0,0.442
915,Scott Winterburn,Head Coach,,27,383,618,422,4,0.594
916,Rich Witten,Head Coach,,4,261,86,98,0,0.467
917,Robert Woodard,Head Coach,,7,145,189,139,0,0.576
918,Jesse Woods,Head Coach,,8,168,126,79,0,0.615
919,Tyler Wright,Head Coach,,10,107,190,245,0,0.437
920,Selwyn Young,Head Coach,,17,69,311,292,0,0.516
921,Brian Young,Head Coach,,2,399,20,38,0,0.345
922,Garett Yukumoto,Head Coach,,14,321,367,284,4,0.563
923,Matt Yurish,Head Coach,,10,252,161,233,1,0.409
924,John Yurkow,Head Coach,,13,599,248,214,1,0.537
925,Greg Zackrison,Head Coach,,7,95,148,106,0,0.583
926,Ed Zeifert,Head Coach,,10,342,131,193,0,0.404
927,PJ Zocchi,Head Coach,,7,26,133,140,0,0.487
928,Garrett deMarrais,Head Coach,,1,255,7,1,0,0.875
929,Alicia Abbott,Head Coach,,7,1294,125,162,0,0.436
930,Margie Acker,Head Coach,,27,1716,618,434,3,0.587
931,Katie Ackerman,Head Coach,,7,1600,121,169,0,0.417
932,Terri Adams,Head Coach,,18,1844,383,291,3,0.568
933,Scot Adams,Head Coach,,10,1807,201,137,0,0.595
934,Tracie Adix-Zins,Head Coach,,8,1979,132,162,1,0.449
935,Lonni Alameda,Head Coach,,23,1094,989,388,3,0.718
936,Michele Alexander,Head Coach,,5,2070,89,96,0,0.481
937,Megan Aliverti,Head Coach,,2,1665,39,17,0,0.696
938,Alex Allaman,Head Coach,,4,1794,57,73,0,0.438
939,Jenny Allard,Head Coach,,31,1328,740,590,4,0.556
940,Terren Allen,Head Coach,,11,1921,180,171,0,0.513
941,Jessica Allister,Head Coach,,16,1221,595,258,0,0.698
942,Kara Amundson,Head Coach,,14,1355,357,331,1,0.519
943,Summer Anagnostopoulos,Head Coach,,2,1608,31,43,0,0.419
944,Tara Anaya,Head Coach,,2,1894,19,30,0,0.388
945,Susan Anderson,Head Coach,,28,1628,752,600,0,0.556
946,Bruce Anderson,Head Coach,,4,1965,67,69,1,0.493
947,Katie Anderson,Head Coach,,12,2009,131,254,1,0.341
948,Larissa Anderson,Head Coach,,12,1282,382,233,1,0.621
949,Jason Anderson,Head Coach,,19,1512,769,226,0,0.773
950,Katie Apostolopoulos,Head Coach,,5,1564,87,83,0,0.512
951,Holly Aprile,Head Coach,,18,1208,474,405,2,0.539
952,Rebecca Arbino,Head Coach,,4,1740,62,73,1,0.46
953,Natalia Ardagna,Head Coach,,18,1810,329,352,2,0.483
954,Clay Ardeeser,Head Coach,,4,1491,67,86,0,0.438
955,Whitney Arion,Head Coach,,1,2051,4,14,0,0.222
956,Mike Armitage,Head Coach,,5,1363,98,105,0,0.483
957,Jeff Arnold,Head Coach,,5,1962,18,94,0,0.161
958,Joe Ausanio,Head Coach,,18,1111,487,412,1,0.542
959,Erica Ayers,Head Coach,,9,1334,186,215,0,0.464
960,Bill Baber,Head Coach,,12,1958,359,196,1,0.647
961,Mandi Baer,Head Coach,,6,1802,122,77,1,0.613
962,Bob Baginski,Head Coach,,3,1572,31,46,0,0.403
963,Jennifer Bagley Trotter,Head Coach,,25,2061,773,532,0,0.592
964,Giselle Bahena,Head Coach,,0,1727,0,0,0,0
965,Junior Bailey,Head Coach,,10,1598,174,224,0,0.437
966,Leanne Baker,Head Coach,,16,1463,212,395,2,0.35
967,Kayla Baker,Head Coach,,2,1765,16,27,0,0.372
968,Tony Baldwin,Head Coach,,5,1151,181,80,0,0.693
969,Cindy Ball-Malone,Head Coach,,12,1130,370,249,3,0.597
970,Josh Baltz,Head Coach,,4,1702,110,32,0,0.775
971,Patrick Barbour,Head Coach,,1,1415,2,5,0,0.286
972,Josh Barnes,Head Coach,,2,1390,58,17,0,0.773
973,Efrain Barraza,Head Coach,,1,1571,5,13,0,0.278
974,Traci Barrett,Head Coach,,7,1813,152,112,0,0.576
975,Bob Bartel,Head Coach,,22,1396,598,493,1,0.548
976,Megan Bartlett,Head Coach,,9,1191,237,189,0,0.556
977,Katelyn Barton,Head Coach,,2,2039,20,25,0,0.444
978,Annaka Bartz,Head Coach,,2,1932,36,42,0,0.462
979,Nicole Bayona,Head Coach,,2,1580,13,40,0,0.245
980,Brittany Beall,Head Coach,,2,1115,37,31,0,0.544
981,Kim Begley,Head Coach,,8,2036,100,110,0,0.476
982,Elisabeth Beirne,Head Coach,,9,1223,119,266,0,0.309
983,Kenneth Bellamy,Head Coach,,3,1386,53,71,0,0.427
984,Shawna Bellaud,Head Coach,,9,1402,161,167,1,0.491
985,Brittany Bennett,Head Coach,,13,1441,272,283,1,0.49
986,Laura Berg,Head Coach,,14,1356,339,326,2,0.51
987,Mike Bernier,Head Coach,,4,2012,70,82,0,0.461
988,Mattie Best,Head Coach,,8,1635,157,174,0,0.474
989,Katie Bettencourt,Head Coach,,9,1927,235,108,0,0.685
990,Kelly Bevere,Head Coach,,19,1796,350,240,1,0.593
991,Scott Beyer,Head Coach,,13,1760,345,128,0,0.729
992,Keri Bianchini,Head Coach,,6,1680,116,117,1,0.498
993,Carolyn Biel,Head Coach,,1,1830,15,22,0,0.405
994,Brianna Billie,Head Coach,,4,1362,51,94,0,0.352
995,Chanin Billings,Head Coach,,8,1484,135,155,0,0.466
996,Sarah Birchmeier,Head Coach,,3,1897,29,81,0,0.264
997,Dani Bishop,Head Coach,,10,1928,186,158,1,0.541
998,Karen Bitter,Head Coach,,15,1584,324,333,1,0.493
999,Nick Bitter,Head Coach,,12,1584,233,266,1,0.467
1000,Hallie Blackney,Head Coach,,8,1465,220,133,1,0.623
1001,Vernon Bland,Head Coach,,15,1128,280,324,0,0.464
1002,Dennis Blas,Head Coach,,8,2143,209,113,0,0.649
1003,Ryan Bliss,Head Coach,,4,1947,11,87,0,0.112
1004,Chris Blum,Head Coach,,4,1761,81,45,0,0.643
1005,Erin Bly,Head Coach,,7,2104,128,133,0,0.49
1006,Kathy Bocock,Head Coach,,28,1239,543,624,2,0.465
1007,Mercedes Bohte,Head Coach,,6,1389,209,74,0,0.739
1008,Julie Boland,Head Coach,,2,1274,51,28,0,0.646
1009,Liz Bouck-Jagielski,Head Coach,,2,1357,25,44,0,0.362
1010,Bailey Bouman,Head Coach,,8,1583,150,180,0,0.455
1011,Kate Bowen,Head Coach,,9,1591,195,101,1,0.658
1012,Cassidy Bowen,Head Coach,,1,1638,13,8,0,0.619
1013,Aly Boytz,Head Coach,,4,1595,63,103,0,0.38
1014,Jessica Bracamonte,Head Coach,,4,1121,67,92,0,0.421
1015,John Brackett,Head Coach,,35,1798,655,615,0,0.516
1016,Robin Brand,Head Coach,,0,1834,0,0,0,0
1017,Michelle Brander Metiva,Head Coach,,3,1835,50,35,0,0.588
1018,Courtney Breault,Head Coach,,2,1248,42,37,0,0.532
1019,Kristi Bredbenner,Head Coach,,22,1172,757,420,2,0.643
1020,Jeff Breeden,Head Coach,,14,1272,305,392,0,0.438
1021,Janelle Breneman,Head Coach,,23,1249,577,505,3,0.533
1022,Jace Brewer,Head Coach,,2,1499,54,19,0,0.74
1023,Mari Briggs,Head Coach,,6,1908,95,108,1,0.468
1024,Mellisa Brocato,Head Coach,,28,1565,634,704,1,0.474
1025,Kim Broking,Head Coach,,17,1873,287,305,0,0.485
1026,Jamie Brown,Head Coach,,21,1882,408,443,2,0.479
1027,Megan Brown,Head Coach,,6,1268,132,145,0,0.477
1028,Erin Brown,Head Coach,,20,2057,473,440,0,0.518
1029,Chris Brunson,Head Coach,,2,1914,32,19,1,0.625
1030,Kae Lani Bryan,Head Coach,,1,1643,3,15,0,0.167
1031,Megan Bryant,Head Coach,,39,1167,1041,884,9,0.541
1032,Kayla Bryant,Head Coach,,5,2176,93,84,0,0.525
1033,Jason Bryant,Head Coach,,9,1381,174,120,0,0.592
1034,Julie Brzezinski,Head Coach,,37,1310,965,898,6,0.518
1035,Lexi Buck,Head Coach,,0,1779,0,0,0,0
1036,Josh Bumgarner,Head Coach,,3,1581,34,69,0,0.33
1037,Jess Bump,Head Coach,,6,1211,123,87,0,0.586
1038,Casey Bump,Head Coach,,6,1264,156,108,1,0.591
1039,Michael Bumpers,Head Coach,,8,1359,58,225,0,0.205
1040,Lou Bunosso,Head Coach,,2,1937,49,37,0,0.57
1041,Terry Burdette,Head Coach,,15,1904,200,288,1,0.41
1042,Justen Burns,Head Coach,,9,2043,77,180,1,0.3
1043,Fred Burroughs,Head Coach,,10,1616,139,168,0,0.453
1044,Grace Burrows,Head Coach,,2,2058,2,19,0,0.095
1045,Kristy Burton,Head Coach,,9,1461,175,224,0,0.439
1046,John Butash,Head Coach,,7,1919,130,96,0,0.575
1047,Kristen Butler,Head Coach,,12,1134,270,320,0,0.458
1048,Chelsea Butler,Head Coach,,3,1358,69,50,0,0.58
1049,Dana Callihan,Head Coach,,12,1485,421,145,0,0.744
1050,Rich Calvert,Head Coach,,22,1253,569,548,0,0.509
1051,Brian Campbell,Head Coach,,26,1173,699,579,2,0.547
1052,Brie Campbell,Head Coach,,7,2074,177,115,0,0.606
1053,Alex Campione,Head Coach,,9,1978,94,217,1,0.303
1054,Chris Cannata,Head Coach,,32,1171,901,510,1,0.638
1055,Brook Capello,Head Coach,,16,1604,254,276,1,0.479
1056,Kevin Carbon,Head Coach,,3,1851,49,61,0,0.445
1057,Gina Carbonatto,Head Coach,,7,1215,131,149,0,0.468
1058,Emily Carosone,Head Coach,,2,1156,49,28,0,0.636
1059,Ryan Carriker,Head Coach,,3,1925,13,51,0,0.203
1060,Melanie Carter,Head Coach,,5,1410,213,63,0,0.772
1061,Mark Caserta,Head Coach,,13,2075,308,143,1,0.683
1062,Susan Cassidy-Lyke,Head Coach,,21,1341,573,460,1,0.555
1063,Jenn Castle,Head Coach,,8,1717,140,126,2,0.526
1064,Erica Castro,Head Coach,,8,1829,115,113,1,0.504
1065,Haley Chandler,Head Coach,,1,1952,16,22,0,0.421
1066,Mallory Chapman,Head Coach,,3,1629,24,92,0,0.207
1067,Kelsey Chapman,Head Coach,,7,1627,113,179,0,0.387
1068,Ashley Chastain Woodard,Head Coach,,7,1340,213,119,0,0.642
1069,India Chiles,Head Coach,,3,1678,62,31,0,0.667
1070,Casey Chrietzberg,Head Coach,,10,1655,228,125,0,0.646
1071,Meghan Christensen,Head Coach,,2,2007,17,44,0,0.279
1072,Kelsey Christensen,Head Coach,,3,1201,51,64,1,0.444
1073,Angie Churchill,Head Coach,,16,1197,314,324,0,0.492
1074,Tony Ciccarello,Head Coach,,24,2014,411,435,1,0.486
1075,Carissa Cicolini,Head Coach,,2,1950,18,57,0,0.24
1076,Cara Clark,Head Coach,,25,1189,584,574,2,0.504
1077,Becky Clark,Head Coach,,20,1316,608,405,2,0.6
1078,Brian Claypool,Head Coach,,18,1884,192,423,1,0.313
1079,John Clemens,Head Coach,,4,1922,57,91,0,0.385
1080,Rachael Click,Head Coach,,14,1752,325,170,0,0.657
1081,Cat Clifford,Head Coach,,3,1268,27,67,0,0.287
1082,Jim Clift,Head Coach,,15,1193,292,431,1,0.404
1083,Brett Cline,Head Coach,,25,1679,419,334,4,0.556
1084,Jake Cockerham,Head Coach,,8,2053,190,134,0,0.586
1085,Anna Coleman,Head Coach,,2,1975,25,28,0,0.472
1086,Selena Collins,Head Coach,,3,1360,53,52,0,0.505
1087,Summer Collins,Head Coach,,2,1742,47,39,0,0.547
1088,Cori Collinsworth,Head Coach,,9,1954,109,157,1,0.41
1089,Chris Comino,Head Coach,,12,1949,174,191,0,0.477
1090,Jenny Condon,Head Coach,,22,1163,493,537,1,0.479
1091,Katie Connell,Head Coach,,12,1533,139,244,1,0.363
1092,Laina Connor,Head Coach,,7,1910,97,101,0,0.49
1093,Christy Connoyer,Head Coach,,17,1212,425,417,0,0.505
1094,Jeff Conrad,Head Coach,,4,1255,130,62,1,0.676
1095,Jen Consaul,Head Coach,,4,1330,76,107,0,0.415
1096,Lauren Conway,Head Coach,,2,1762,20,23,0,0.465
1097,Megan Cook,Head Coach,,3,1948,39,47,0,0.453
1098,Megan Coronado,Head Coach,,1,1339,10,10,1,0.5
1099,Megan Corriea,Head Coach,,3,1573,60,58,0,0.508
1100,Lisa Costello,Head Coach,,31,1326,844,757,3,0.527
1101,Sean Cotter,Head Coach,,25,1579,614,512,2,0.545
1102,Michelle Coultas,Head Coach,,2,2076,17,34,0,0.333
1103,Mike Coutts,Head Coach,,11,1329,181,246,0,0.424
1104,Jodie Cox,Head Coach,,8,1241,83,186,0,0.309
1105,Kasey Cox,Head Coach,,1,1646,5,13,0,0.278
1106,Ashley Cozart,Head Coach,,13,1275,429,192,1,0.691
1107,Dane Craig,Head Coach,,4,1524,25,153,0,0.14
1108,Kristen Cramer,Head Coach,,12,1808,166,179,0,0.481
1109,Casey Cromwell,Head Coach,,9,1721,157,129,0,0.549
1110,Kelliner Croushore,Head Coach,,4,1379,27,97,0,0.218
1111,Clarisa Crowell,Head Coach,,14,1187,360,309,1,0.538
1112,Delanie Cruz,Head Coach,,2,1610,20,60,0,0.25
1113,Julia Culotta,Head Coach,,9,1849,127,142,0,0.472
1114,Mark Cumpian,Head Coach,,10,2063,297,203,0,0.594
1115,Cassie Cunningham,Head Coach,,19,1706,292,347,4,0.457
1116,Megan Curry,Head Coach,,5,1179,92,97,0,0.487
1117,Beth Curtiss,Head Coach,,22,1707,454,367,4,0.553
1118,Shawna Cyrus,Head Coach,,17,1775,219,368,1,0.373
1119,Pete D'Amour,Head Coach,,10,1089,369,126,1,0.745
1120,Angela Dabu,Head Coach,,2,1683,42,19,0,0.689
1121,Brian Daley,Head Coach,,6,1295,87,105,1,0.453
1122,Donnie Danklefsen,Head Coach,,22,1656,690,206,0,0.77
1123,Kecia Davis,Head Coach,,7,1936,161,82,1,0.662
1124,Jackie Davis,Head Coach,,14,2037,251,280,0,0.473
1125,Stephanie DeFeo,Head Coach,,18,1480,494,435,1,0.532
1126,Shauna DeLade,Head Coach,,4,1964,60,95,0,0.387
1127,Michelle DePolo,Head Coach,,15,1297,430,332,2,0.564
1128,Caressa DeRossett,Head Coach,,6,2001,84,123,0,0.406
1129,Kim Dean,Head Coach,,10,1109,228,215,1,0.515
1130,Angela Dean,Head Coach,,21,2040,318,539,11,0.373
1131,Camden Decker,Head Coach,,1,1380,0,18,0,0
1132,Nicole Degenhardt,Head Coach,,13,1853,294,255,0,0.536
1133,Courtney Deifel,Head Coach,,12,1195,405,207,0,0.662
1134,Kristin Delahoussaye,Head Coach,,2,1216,32,50,0,0.39
1135,Phil Delgado,Head Coach,,8,1577,94,184,1,0.339
1136,Amy Delmore,Head Coach,,12,1567,165,285,2,0.367
1137,Mary Beth Dennison,Head Coach,,1,1280,2,18,0,0.1
1138,Lexy Determan,Head Coach,,13,1669,190,290,1,0.396
1139,Joe DiPietro,Head Coach,,23,1812,374,618,1,0.377
1140,Casey Dickson,Head Coach,,9,1854,139,239,0,0.368
1141,Lindsay Diehl,Head Coach,,3,1192,49,68,0,0.419
1142,Kara Dill,Head Coach,,4,1230,77,102,0,0.43
1143,Bailey Dillender,Head Coach,,9,1313,277,132,1,0.677
1144,Shannon Doepking,Head Coach,,13,1180,273,254,2,0.518
1145,Tony Draves,Head Coach,,12,1781,227,195,0,0.538
1146,Kara Dressel,Head Coach,,7,1981,47,147,0,0.242
1147,Kate Drohan,Head Coach,,25,1225,820,457,2,0.642
1148,Mairin Dudek,Head Coach,,11,2055,171,255,2,0.402
1149,Kelli Duimstra,Head Coach,,8,1913,109,141,0,0.436
1150,Kaitlyn Dulac,Head Coach,,7,1792,115,89,0,0.564
1151,Charissa Duncan,Head Coach,,3,1811,40,51,0,0.44
1152,Kelsi Dunne Diaz,Head Coach,,11,1527,287,184,0,0.609
1153,Bianca Duran,Head Coach,,6,1489,122,154,0,0.442
1154,Sam Duran-Kukuk,Head Coach,,2,1323,23,48,0,0.324
1155,Katie Duroe,Head Coach,,5,2107,45,137,0,0.247
1156,Kristen Duross,Head Coach,,4,1877,43,74,0,0.368
1157,Lindsay Eagan,Head Coach,,18,2068,405,288,0,0.584
1158,Gordon Eakin,Head Coach,,24,1100,868,427,0,0.67
1159,Lauren Ebstein,Head Coach,,6,1722,197,60,0,0.767
1160,Tobin Echo-Hawk,Head Coach,,13,1442,284,374,0,0.432
1161,Brandon Elliott,Head Coach,,20,1681,675,158,2,0.81
1162,Mike Ellison,Head Coach,,4,2052,119,54,0,0.688
1163,Sara Emerich,Head Coach,,5,1773,82,109,1,0.43
1164,Ashlyn Englehorn,Head Coach,,5,1504,68,121,0,0.36
1165,Kristin Erb,Head Coach,,1,1447,2,2,0,0.5
1166,Amy Erickson,Head Coach,,29,1718,351,616,0,0.363
1167,Ken Eriksen,Head Coach,,29,1304,1188,609,2,0.661
1168,Ivan Estevez,Head Coach,,4,1654,100,33,0,0.752
1169,Jo Evans,Head Coach,,41,1157,1391,802,2,0.634
1170,Stef Ewing,Head Coach,,7,1267,148,153,0,0.492
1171,Kevin Fagan,Head Coach,,6,1290,156,133,0,0.54
1172,Sara Fallon,Head Coach,,0,1968,0,0,0,0
1173,Zack Farber,Head Coach,,1,1885,12,22,0,0.353
1174,Chelsea Farmer,Head Coach,,3,1182,56,59,0,0.487
1175,Amanda Fazzari,Head Coach,,6,2223,83,123,1,0.403
1176,Kendall Fearn,Head Coach,,1,1315,12,9,0,0.571
1177,Amanda Fefel,Head Coach,,5,1431,107,119,0,0.473
1178,Bree Ferchen,Head Coach,,5,1865,38,110,1,0.258
1179,Donna Ference,Head Coach,,12,1867,284,117,1,0.708
1180,JoAnne Ferguson,Head Coach,,25,1816,409,516,3,0.442
1181,Ron Ferrill,Head Coach,,18,2203,454,361,1,0.557
1182,Molly Fichtner,Head Coach,,8,1178,173,202,0,0.461
1183,Lindsay Fico,Head Coach,,5,1281,104,148,0,0.413
1184,Hannah Fillmore,Head Coach,,2,1506,39,34,0,0.534
1185,Maddie Fink,Head Coach,,0,1909,0,0,0,0
1186,Melissa Finley,Head Coach,,13,1763,233,225,1,0.509
1187,Jen Fisher,Head Coach,,19,1097,487,398,1,0.55
1188,Mike Fisher,Head Coach,,1,1784,15,25,0,0.375
1189,Morgan Flamholtz,Head Coach,,3,2115,52,52,1,0.5
1190,James Flegel,Head Coach,,7,1917,65,138,0,0.32
1191,Tairia Flowers,Head Coach,,16,1174,412,387,0,0.516
1192,Penny Foore,Head Coach,,11,1698,254,148,0,0.632
1193,Trisha Ford,Head Coach,,16,1120,542,280,1,0.659
1194,Mariah Ford,Head Coach,,3,1790,28,59,0,0.322
1195,Stacy Fournier,Head Coach,,4,1551,48,108,0,0.308
1196,Kristie Fox,Head Coach,,14,1103,380,291,0,0.566
1197,Kaylee Fox,Head Coach,,4,1733,87,45,0,0.659
1198,Chris Foye,Head Coach,,15,1368,225,312,0,0.419
1199,Elle Fracker,Head Coach,,12,1526,226,337,0,0.401
1200,Melissa Fracker,Head Coach,,6,1667,146,69,0,0.679
1201,Josh Freeman,Head Coach,,3,2024,30,62,0,0.326
1202,Rick Fremin,Head Coach,,21,1090,667,403,1,0.623
1203,Nick French,Head Coach,,9,1135,149,191,0,0.438
1204,Michelle Frew,Head Coach,,30,1633,1046,436,1,0.706
1205,Magail Frezzotti,Head Coach,,3,1298,68,56,0,0.548
1206,Caytlin Friis,Head Coach,,8,1862,111,134,0,0.453
1207,Angela Froboese,Head Coach,,20,1684,497,300,1,0.623
1208,Melissa Frost,Head Coach,,25,1443,949,365,1,0.722
1209,Emma Frost,Head Coach,,1,2054,5,6,0,0.455
1210,Ron Frost,Head Coach,,2,1244,41,33,0,0.554
1211,Jenny Fuller,Head Coach,,11,1333,266,227,0,0.54
1212,Kendall Fuller,Head Coach,,8,1307,173,204,0,0.459
1213,Jody Gabriel,Head Coach,,19,1694,333,344,0,0.492
1214,Jill Gagnon,Head Coach,,13,1371,318,183,2,0.634
1215,Kenny Gajewski,Head Coach,,11,1119,416,174,0,0.705
1216,Brooke Gajewski,Head Coach,,4,1454,102,66,0,0.607
1217,Kevin Gall,Head Coach,,2,2073,20,11,0,0.645
1218,Edith Gallagher,Head Coach,,35,1617,513,669,5,0.434
1219,Lauren Gambone,Head Coach,,1,1300,5,13,0,0.278
1220,Kris Ganeff,Head Coach,,2,1158,30,43,1,0.412
1221,Katie Garcia,Head Coach,,2,1453,49,30,0,0.62
1222,Sam Garcia,Head Coach,,1,1670,30,15,0,0.667
1223,Michelle Gardner,Head Coach,,17,1369,409,508,1,0.446
1224,Taylor Gardner,Head Coach,,4,1878,66,59,0,0.528
1225,Mandy Gardner-Colegate,Head Coach,,2,1087,52,30,0,0.634
1226,McKenna Garlock,Head Coach,,5,1767,64,85,0,0.43
1227,Sonja Garnett,Head Coach,,12,1162,251,296,2,0.459
1228,Tracey Garofalo,Head Coach,,18,1626,339,430,0,0.441
1229,Patty Gasso,Head Coach,,32,1086,1587,363,4,0.813
1230,Kate Gatti,Head Coach,,8,1788,112,114,1,0.496
1231,Morgan Gerak,Head Coach,,2,1181,29,33,0,0.468
1232,Maddie Gibbs,Head Coach,,3,1422,68,50,0,0.576
1233,Dan Gierlak,Head Coach,,37,1534,520,751,5,0.409
1234,Joe Gierlak,Head Coach,,1,1283,4,4,0,0.5
1235,Ethan Giese,Head Coach,,2,1970,21,29,0,0.42
1236,Lisa Gigliello,Head Coach,,32,2027,736,427,2,0.633
1237,Jeff Gillespie,Head Coach,,2,1990,31,16,0,0.66
1238,Amy Gillmore,Head Coach,,28,1791,611,441,1,0.581
1239,Sheryl Gilmore,Head Coach,,8,1501,224,124,0,0.644
1240,Gerry Glasco,Head Coach,,9,1113,376,103,0,0.785
1241,Kathryn Gleason,Head Coach,,14,1207,272,359,2,0.431
1242,Jim Gleason,Head Coach,,0,1477,0,0,0,0
1243,Breanne Gleason,Head Coach,,13,1278,232,264,2,0.468
1244,Beth Goderwis,Head Coach,,25,1720,438,423,2,0.509
1245,Kella Goins,Head Coach,,4,2059,62,88,0,0.413
1246,Alisa Goler,Head Coach,,6,1337,65,184,0,0.261
1247,Bianca Gonzales,Head Coach,,2,1920,3,34,0,0.081
1248,Jose Gonzalez,Head Coach,,19,1367,314,437,0,0.418
1249,Nick Goodreau,Head Coach,,6,1592,62,151,1,0.292
1250,Ashley Goodwin,Head Coach,,2,1881,48,35,0,0.578
1251,Dana Goss,Head Coach,,8,1623,163,113,0,0.591
1252,Stacey Goyette,Head Coach,,3,1933,43,43,0,0.5
1253,Bill Graham,Head Coach,,15,1747,366,225,1,0.619
1254,Kathryn Grant,Head Coach,,9,1439,206,197,0,0.511
1255,Michael Graves,Head Coach,,8,1400,210,106,0,0.665
1256,Paul Gray,Head Coach,,2,1145,43,36,0,0.544
1257,Stephanie Graziani,Head Coach,,4,1528,80,95,0,0.457
1258,Kelley Green,Head Coach,,27,1176,870,503,0,0.634
1259,Rufus Green,Head Coach,,5,1476,90,92,0,0.495
1260,Denny Griffin,Head Coach,,38,1940,1039,434,0,0.705
1261,Kevin Griffin,Head Coach,,9,1714,237,100,0,0.703
1262,Kasey Griffith,Head Coach,,2,1296,31,41,0,0.431
1263,Megan Griffith,Head Coach,,5,1365,45,133,0,0.253
1264,Willis Griffiths,Head Coach,,6,1905,57,94,0,0.377
1265,Shawn Grimm,Head Coach,,0,1883,0,0,0,0
1266,Kyle Gross,Head Coach,,9,1493,225,177,0,0.56
1267,Ashley Gruber,Head Coach,,12,1753,283,169,0,0.626
1268,Samantha Guillaume,Head Coach,,1,1749,9,19,1,0.328
1269,Tyler Gunelson,Head Coach,,1,2099,21,26,0,0.447
1270,Shannon Guthrie,Head Coach,,12,1518,323,244,0,0.57
1271,Alyson Habetz,Head Coach,,2,1102,43,33,0,0.566
1272,Sarah Hall,Head Coach,,17,1383,427,332,1,0.563
1273,Nakeya Hall,Head Coach,,10,1364,161,222,2,0.421
1274,Tiara Hall,Head Coach,,3,1632,14,53,0,0.209
1275,Paige Hall,Head Coach,,5,1984,65,99,0,0.396
1276,Jenna Hall,Head Coach,,4,1202,112,73,0,0.605
1277,Mary-Ellen Hall,Head Coach,,35,1286,925,720,0,0.562
1278,Scott Hall,Head Coach,,16,1214,349,387,1,0.474
1279,Amber Hallman,Head Coach,,7,2217,66,126,0,0.344
1280,Kristin Halte,Head Coach,,5,1559,123,102,0,0.547
1281,Michaela Hamilton,Head Coach,,5,2044,8,103,0,0.072
1282,Joanna Hardin,Head Coach,,12,1321,310,271,0,0.534
1283,Mercedes Hargett,Head Coach,,6,1242,39,106,0,0.269
1284,Monica Harrison,Head Coach,,8,1901,101,118,1,0.461
1285,Renae Hartl,Head Coach,,25,1712,739,265,0,0.736
1286,Stephanie Hartquist,Head Coach,,6,1939,100,88,0,0.532
1287,Brittney Harvey,Head Coach,,2,1732,44,30,1,0.593
1288,Lauren Hatfield,Head Coach,,3,1726,42,55,1,0.434
1289,Kayla Hatting,Head Coach,,10,1691,208,123,0,0.628
1290,Chris Hawkins,Head Coach,,32,1263,1155,477,1,0.708
1291,Alleen Hawkins,Head Coach,,42,1563,942,954,14,0.497
1292,Larry Hays,Head Coach,,9,1382,357,86,4,0.803
1293,Daren Hays,Head Coach,,16,1451,595,228,0,0.723
1294,Shanon Hays,Head Coach,,17,1092,677,232,5,0.743
1295,Victoria Hayward,Head Coach,,2,1091,54,21,0,0.72
1296,Sara Headley,Head Coach,,22,1818,456,422,3,0.519
1297,Yvette Healy,Head Coach,,22,1262,587,488,2,0.546
1298,Mike Heard,Head Coach,,11,1224,314,159,0,0.664
1299,Madi Hecox,Head Coach,,1,2045,2,10,0,0.167
1300,Kate Heidkamp,Head Coach,,27,1674,739,385,3,0.657
1301,Laura Heise,Head Coach,,2,1896,17,29,0,0.37
1302,Danielle Henderson,Head Coach,,12,1351,194,308,0,0.386
1303,Shawn Hendrickson,Head Coach,,18,1711,427,202,0,0.679
1304,Adriene Henery,Head Coach,,0,1876,0,0,0,0
1305,Brittany Henning,Head Coach,,1,1547,3,13,0,0.188
1306,Dina Henry,Head Coach,,1,1996,9,25,0,0.265
1307,Josie Henry,Head Coach,,16,1700,407,193,0,0.678
1308,Brian Hensley,Head Coach,,4,1906,46,77,0,0.374
