id,games_played,games_started,games_appeared,putouts,assists,total_chances,errors,fielding_percentage,catchers_interference,passed_balls,stolen_bases_allowed,caught_stealing_by,double_plays_turned,range_factor,player_id,year,team_id
26910,8,0,8,0,1,1,0,1.0,0,0,9,1,0,0.13,52293,2023,157.0
26911,8,0,8,0,0,1,1,0.0,0,0,0,1,0,0.0,38769,2023,157.0
26912,7,0,7,2,0,2,0,1.0,0,0,0,0,0,0.29,5906,2023,157.0
26913,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,52294,2023,157.0
26914,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,52296,2023,157.0
26915,1,0,1,0,0,0,0,0.0,0,0,2,0,0,0.0,52303,2023,157.0
26916,37,36,37,96,9,108,3,0.972,0,0,16,4,1,2.84,52314,2023,157.0
26917,37,37,37,187,22,217,8,0.963,0,0,26,2,6,5.65,52306,2023,158.0
26918,37,37,37,81,81,171,9,0.947,0,2,2,0,9,4.38,52313,2023,158.0
26919,37,37,37,45,105,173,23,0.867,0,0,0,0,10,4.05,52316,2023,158.0
26920,36,35,36,50,37,103,16,0.845,0,6,37,2,1,2.42,5938,2023,158.0
26921,34,33,34,56,10,70,4,0.943,0,0,19,1,0,1.94,38782,2023,158.0
26922,34,32,34,62,9,73,2,0.973,0,0,19,1,0,2.09,52311,2023,158.0
26923,32,31,32,137,17,165,11,0.933,1,37,115,6,0,4.81,52307,2023,158.0
26924,27,23,27,48,4,56,4,0.929,0,0,0,0,0,1.93,52315,2023,158.0
26925,25,10,25,30,6,42,6,0.857,0,0,3,0,2,1.44,5919,2023,158.0
26926,19,11,19,5,0,7,2,0.714,0,0,0,0,0,0.26,52310,2023,158.0
26927,17,10,17,13,7,24,4,0.833,0,0,2,0,1,1.18,52308,2023,158.0
26928,17,7,17,2,9,13,2,0.846,0,0,28,1,0,0.65,38779,2023,158.0
26929,10,3,10,0,0,0,0,0.0,0,0,0,0,0,0.0,52309,2023,158.0
26930,9,0,9,2,1,3,0,1.0,0,0,3,0,0,0.33,52305,2023,158.0
26931,7,7,7,5,0,6,1,0.833,0,0,0,0,0,0.71,38781,2023,158.0
26932,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,52312,2023,158.0
26933,48,48,48,113,9,123,1,0.992,0,0,0,0,0,2.54,52422,2023,158.0
26934,48,48,48,113,119,236,4,0.983,0,0,0,0,23,4.83,38873,2023,166.0
26935,44,40,44,267,19,291,5,0.983,0,0,0,0,22,6.5,6244,2023,166.0
26936,44,42,44,67,7,76,2,0.974,0,0,0,0,1,1.68,6234,2023,166.0
26937,43,38,43,245,27,280,8,0.971,1,20,44,15,5,6.33,38884,2023,166.0
26938,43,41,43,102,1,105,2,0.981,0,0,0,0,0,2.4,38886,2023,166.0
26939,39,38,39,53,96,171,22,0.871,0,0,0,0,13,3.82,52424,2023,166.0
26940,36,19,36,62,0,62,0,1.0,0,0,0,0,1,1.72,38887,2023,166.0
26941,29,23,29,23,29,60,8,0.867,0,0,0,0,2,1.79,38876,2023,166.0
26942,29,24,29,39,1,42,2,0.952,0,0,0,0,0,1.38,52427,2023,166.0
26943,29,26,29,31,49,88,8,0.909,0,0,0,0,7,2.76,52429,2023,166.0
26944,25,14,25,64,5,69,0,1.0,0,6,8,4,0,2.76,6260,2023,166.0
26945,20,12,20,13,0,14,1,0.929,0,0,0,0,0,0.65,6224,2023,166.0
26946,20,12,20,4,0,4,0,1.0,0,0,0,0,0,0.2,6264,2023,166.0
26947,17,0,17,1,8,10,1,0.9,0,0,1,0,0,0.53,6231,2023,166.0
26948,15,1,15,3,5,12,4,0.667,0,0,2,1,0,0.53,38883,2023,166.0
26949,13,0,13,0,7,8,1,0.875,0,0,0,1,0,0.54,38868,2023,166.0
26950,13,0,13,3,2,7,2,0.714,0,0,5,3,0,0.38,6261,2023,166.0
26951,12,8,12,1,6,8,1,0.875,0,0,3,3,0,0.58,52418,2023,166.0
26952,12,6,12,1,12,14,1,0.929,0,0,5,1,0,1.08,6226,2023,166.0
26953,12,10,12,0,10,12,2,0.833,0,0,10,3,1,0.83,52423,2023,166.0
26954,12,11,12,0,9,11,2,0.818,0,0,10,4,1,0.75,38871,2023,166.0
26955,12,8,12,6,15,23,2,0.913,0,0,0,0,1,1.75,38869,2023,166.0
26956,9,0,9,1,1,2,0,1.0,0,0,0,0,0,0.22,6228,2023,166.0
26957,9,1,9,0,1,1,0,1.0,0,0,4,2,0,0.11,6237,2023,166.0
26958,9,3,9,2,1,3,0,1.0,0,0,3,0,0,0.33,6218,2023,166.0
26959,8,4,8,1,5,7,1,0.857,0,0,4,3,0,0.75,6252,2023,166.0
26960,7,0,7,2,2,4,0,1.0,0,0,0,1,0,0.57,52420,2023,166.0
26961,6,1,6,4,1,5,0,1.0,0,0,0,0,1,0.83,38874,2023,166.0
26962,6,4,6,1,3,4,0,1.0,0,0,5,3,0,0.67,6262,2023,166.0
26963,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,6258,2023,166.0
26964,3,1,3,0,0,1,1,0.0,0,0,0,0,0,0.0,38879,2023,166.0
26965,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,38881,2023,166.0
26966,3,2,3,2,0,2,0,1.0,0,0,0,0,0,0.67,6245,2023,166.0
26967,3,2,3,2,2,8,4,0.5,0,0,0,0,0,1.33,52432,2023,166.0
26968,3,0,3,0,2,3,1,0.667,0,0,0,0,0,0.67,52430,2023,166.0
26969,2,2,2,18,1,19,0,1.0,0,0,0,0,1,9.5,52425,2023,166.0
26970,2,0,2,0,1,2,1,0.5,0,0,0,0,1,0.5,38872,2023,166.0
26971,2,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,52428,2023,166.0
26972,2,0,2,1,0,1,0,1.0,0,0,0,0,0,0.5,52431,2023,166.0
26973,2,0,2,0,1,1,0,1.0,0,0,0,0,0,0.5,52426,2023,166.0
26974,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,52434,2023,166.0
26975,33,33,33,65,7,72,0,1.0,0,0,4,1,1,2.18,52478,2023,166.0
26976,33,33,33,50,1,52,1,0.981,0,0,0,0,0,1.55,6369,2023,169.0
26977,33,33,33,122,10,134,2,0.985,0,13,37,4,4,4.0,6358,2023,169.0
26978,32,32,32,28,57,99,14,0.859,0,0,0,0,3,2.66,52474,2023,169.0
26979,28,27,28,41,37,83,5,0.94,0,0,0,0,5,2.79,52458,2023,169.0
26980,28,23,28,47,11,60,2,0.967,0,0,8,1,2,2.07,6371,2023,169.0
26981,23,14,23,26,0,26,0,1.0,0,0,0,0,0,1.13,6352,2023,169.0
26982,22,17,22,14,35,66,17,0.742,0,0,0,0,1,2.23,52477,2023,169.0
26983,20,11,20,25,1,27,1,0.963,0,0,0,0,0,1.3,6366,2023,169.0
26984,20,15,20,85,9,97,3,0.969,0,11,32,3,0,4.7,52461,2023,169.0
26985,19,12,19,12,19,36,5,0.861,0,0,0,0,2,1.63,6374,2023,169.0
26986,17,11,17,64,3,67,0,1.0,0,0,0,0,2,3.94,38916,2023,169.0
26987,15,8,15,6,6,19,7,0.632,0,0,0,0,1,0.8,52472,2023,169.0
26988,15,6,15,7,0,8,1,0.875,0,0,0,0,0,0.47,52468,2023,169.0
26989,15,10,15,43,3,46,0,1.0,0,0,0,0,2,3.07,52469,2023,169.0
26990,15,7,15,9,26,39,4,0.897,0,0,0,0,4,2.33,38926,2023,169.0
26991,11,6,11,41,4,46,1,0.978,0,5,10,2,0,4.09,38910,2023,169.0
26992,11,4,11,7,0,7,0,1.0,0,0,0,0,0,0.64,38915,2023,169.0
26993,10,0,10,0,3,4,1,0.75,0,0,5,0,0,0.3,38923,2023,169.0
26994,10,0,10,0,1,2,1,0.5,0,0,1,1,0,0.1,6368,2023,169.0
26995,9,7,9,1,1,3,1,0.667,0,0,19,1,0,0.22,38921,2023,169.0
26996,9,3,9,2,0,2,0,1.0,0,0,0,0,0,0.22,52465,2023,169.0
26997,9,4,9,2,1,5,2,0.6,0,0,6,0,0,0.33,52476,2023,169.0
26998,8,0,8,0,0,0,0,0.0,0,0,0,0,0,0.0,52471,2023,169.0
26999,8,1,8,0,0,2,2,0.0,0,0,6,1,0,0.0,52459,2023,169.0
27000,8,4,8,2,3,7,2,0.714,0,0,9,0,0,0.63,38917,2023,169.0
27001,8,5,8,1,1,3,1,0.667,0,0,7,2,0,0.25,52464,2023,169.0
27002,8,0,8,0,0,0,0,0.0,0,0,5,2,0,0.0,52460,2023,169.0
27003,7,4,7,11,0,11,0,1.0,0,0,0,0,0,1.57,52473,2023,169.0
27004,6,0,6,0,0,2,2,0.0,0,0,7,0,0,0.0,38914,2023,169.0
27005,6,0,6,0,2,2,0,1.0,0,0,3,0,0,0.33,38925,2023,169.0
27006,5,0,5,13,1,14,0,1.0,0,0,8,1,0,2.8,38920,2023,169.0
27007,5,0,5,0,2,2,0,1.0,0,0,3,1,0,0.4,52479,2023,169.0
27008,4,0,4,0,2,3,1,0.667,0,0,2,0,0,0.5,38912,2023,169.0
27009,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,38909,2023,169.0
27010,2,0,2,0,0,0,0,0.0,0,0,2,0,0,0.0,52467,2023,169.0
27011,45,43,45,27,46,83,10,0.88,0,0,0,0,4,1.62,6827,2023,169.0
27012,45,43,45,63,109,183,11,0.94,0,0,0,0,16,3.82,6830,2023,180.0
27013,45,45,45,77,4,84,3,0.964,0,0,0,0,0,1.8,6835,2023,180.0
27014,44,43,44,114,2,117,1,0.991,0,0,0,0,0,2.64,6840,2023,180.0
27015,44,44,44,307,18,326,1,0.997,0,0,0,0,20,7.39,39047,2023,180.0
27016,44,44,44,51,95,158,12,0.924,0,0,0,0,17,3.32,6839,2023,180.0
27017,44,43,44,64,4,75,7,0.907,0,0,0,0,1,1.55,52629,2023,180.0
27018,42,40,42,229,34,266,3,0.989,0,5,66,13,2,6.26,6825,2023,180.0
27019,37,30,37,9,10,21,2,0.905,0,0,1,0,0,0.51,39050,2023,180.0
27020,20,0,20,2,10,12,0,1.0,0,0,4,1,0,0.6,6823,2023,180.0
27021,18,2,18,11,0,11,0,1.0,0,0,0,0,0,0.61,52623,2023,180.0
27022,17,4,17,4,0,4,0,1.0,0,0,0,0,0,0.24,2005,2023,180.0
27023,17,10,17,0,2,3,1,0.667,0,0,0,0,1,0.12,48984,2023,180.0
27024,16,4,16,35,3,39,1,0.974,0,0,0,0,3,2.38,6819,2023,180.0
27025,15,0,15,1,5,7,1,0.857,0,0,2,1,0,0.4,6833,2023,180.0
27026,13,2,13,3,2,8,3,0.625,0,0,0,0,0,0.38,39055,2023,180.0
27027,12,5,12,48,3,51,0,1.0,0,0,9,2,0,4.25,39049,2023,180.0
27028,11,1,11,1,0,2,1,0.5,0,0,0,0,0,0.09,52627,2023,180.0
27029,11,11,11,2,8,13,3,0.769,0,0,15,2,0,0.91,6821,2023,180.0
27030,11,11,11,1,11,15,3,0.8,0,0,4,4,0,1.09,39048,2023,180.0
27031,11,0,11,0,1,1,0,1.0,0,0,9,0,0,0.09,6832,2023,180.0
27032,10,6,10,1,7,11,3,0.727,0,0,7,0,0,0.8,39051,2023,180.0
27033,10,0,10,0,2,3,1,0.667,0,0,4,0,0,0.2,39054,2023,180.0
27034,10,9,10,1,10,12,1,0.917,0,0,5,2,1,1.1,6826,2023,180.0
27035,10,2,10,1,0,1,0,1.0,0,0,0,0,0,0.1,6810,2023,180.0
27036,10,0,10,1,1,2,0,1.0,0,0,3,0,0,0.2,52625,2023,180.0
27037,9,7,9,4,6,11,1,0.909,0,0,9,3,0,1.11,39052,2023,180.0
27038,9,0,9,2,2,4,0,1.0,0,0,5,1,0,0.44,52631,2023,180.0
27039,8,0,8,0,0,1,1,0.0,0,0,4,0,0,0.0,52628,2023,180.0
27040,6,1,6,0,0,0,0,0.0,0,0,3,2,0,0.0,52626,2023,180.0
27041,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,52630,2023,180.0
27042,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,52624,2023,180.0
27043,40,40,40,313,42,357,2,0.994,0,10,32,16,0,8.88,6921,2023,180.0
27044,40,39,40,80,0,82,2,0.976,0,0,0,0,0,2.0,39085,2023,183.0
27045,39,36,39,72,5,80,3,0.962,0,0,0,0,0,1.97,6928,2023,183.0
27046,39,39,39,62,141,217,14,0.935,0,0,0,0,25,5.21,6920,2023,183.0
27047,38,36,38,68,6,76,2,0.974,0,0,0,0,2,1.95,39104,2023,183.0
27048,37,33,37,251,14,271,6,0.978,0,0,0,0,20,7.16,6927,2023,183.0
27049,35,35,35,45,52,104,7,0.933,0,0,0,0,12,2.77,39098,2023,183.0
27050,30,28,30,36,41,86,9,0.895,0,0,0,0,9,2.57,6912,2023,183.0
27051,20,11,20,22,25,50,3,0.94,0,0,0,0,3,2.35,39095,2023,183.0
27052,20,14,20,15,0,17,2,0.882,0,0,0,0,0,0.75,6947,2023,183.0
27053,16,6,16,33,0,34,1,0.971,0,0,0,0,2,2.06,6905,2023,183.0
27054,16,7,16,5,3,9,1,0.889,0,0,0,0,0,0.5,39091,2023,183.0
27055,15,4,15,1,4,5,0,1.0,0,0,4,2,0,0.33,52663,2023,183.0
27056,14,7,14,0,6,8,2,0.75,0,0,0,1,0,0.43,52664,2023,183.0
27057,13,9,13,15,0,15,0,1.0,0,0,0,0,0,1.15,52674,2023,183.0
27058,13,7,13,2,0,2,0,1.0,0,0,0,0,0,0.15,39102,2023,183.0
27059,13,0,13,2,2,4,0,1.0,0,0,2,1,1,0.31,6911,2023,183.0
27060,12,2,12,0,1,1,0,1.0,0,0,3,1,0,0.08,6922,2023,183.0
