id,games_played,games_started,games_appeared,putouts,assists,total_chances,errors,fielding_percentage,catchers_interference,passed_balls,stolen_bases_allowed,caught_stealing_by,double_plays_turned,range_factor,player_id,year,team_id
199590,1,0,1,1,0,1,0,1.0,0,0,0,0,0,1.0,100315,2025,430.0
199591,9,9,9,2,3,7,2,0.714,0,0,8,1,0,0.555555556,101074,2025,430.0
199592,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,100070,2025,430.0
199593,22,12,22,13,6,23,4,0.826,0,0,2,2,1,0.863636364,42781,2025,431.0
199594,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,42791,2025,431.0
199595,43,42,43,20,44,69,5,0.928,0,0,12,3,2,1.488372093,42780,2025,431.0
199596,18,3,18,0,4,5,1,0.8,0,0,2,1,1,0.222222222,42774,2025,431.0
199597,13,0,13,1,4,5,0,1.0,0,0,4,1,0,0.384615385,42792,2025,431.0
199598,43,43,43,301,33,336,2,0.994,0,13,36,16,0,7.76744186,42779,2025,431.0
199599,31,25,31,64,4,68,0,1.0,0,0,0,0,0,2.193548387,42775,2025,431.0
199600,40,39,40,75,64,148,9,0.939,0,0,0,0,11,3.475,42782,2025,431.0
199601,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,42794,2025,431.0
199602,7,0,7,1,0,1,0,1.0,0,0,1,1,0,0.142857143,42783,2025,431.0
199603,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,42790,2025,431.0
199604,10,4,10,14,0,14,0,1.0,0,0,0,0,0,1.4,56300,2025,431.0
199605,12,6,12,10,0,11,1,0.909,0,0,1,2,0,0.833333333,56296,2025,431.0
199606,13,12,13,5,17,22,0,1.0,0,0,3,3,0,1.692307692,56293,2025,431.0
199607,43,43,43,99,4,103,0,1.0,0,0,0,0,7,2.395348837,56292,2025,431.0
199608,9,4,9,2,5,9,2,0.778,0,0,4,0,0,0.777777778,56305,2025,431.0
199609,16,7,16,12,0,12,0,1.0,0,0,0,0,0,0.75,50145,2025,431.0
199610,43,43,43,110,1,112,1,0.991,0,0,0,0,0,2.581395349,75046,2025,431.0
199611,2,0,2,1,0,1,0,1.0,0,1,0,0,0,0.5,75047,2025,431.0
199612,5,0,5,0,0,0,0,0.0,0,0,5,1,0,0.0,75049,2025,431.0
199613,27,18,27,37,29,75,9,0.88,0,0,0,0,3,2.444444444,75052,2025,431.0
199614,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,75053,2025,431.0
199615,3,1,3,0,0,1,1,0.0,0,0,0,0,0,0.0,75060,2025,431.0
199616,17,12,17,11,28,41,2,0.951,0,0,0,0,1,2.294117647,75062,2025,431.0
199617,43,42,43,62,4,67,1,0.985,0,0,0,0,0,1.534883721,119217,2025,431.0
199618,37,37,37,72,96,190,22,0.884,0,0,0,0,16,4.540540541,119214,2025,431.0
199619,16,0,16,2,5,7,0,1.0,0,0,2,1,0,0.4375,119218,2025,431.0
199620,29,27,29,195,11,206,0,1.0,0,0,0,0,10,7.103448276,119215,2025,431.0
199621,5,0,5,0,0,0,0,0.0,0,0,0,1,0,0.0,119216,2025,431.0
199622,9,1,9,13,3,16,0,1.0,0,0,0,0,1,1.777777778,124587,2025,431.0
199623,4,4,4,5,1,6,0,1.0,0,0,0,0,0,1.5,124588,2025,431.0
199624,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,125103,2025,431.0
199625,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,125104,2025,431.0
199626,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,126264,2025,431.0
199627,16,5,16,8,7,18,3,0.833,0,0,0,0,1,0.9375,76150,2025,432.0
199628,13,1,13,0,0,1,1,0.0,0,0,8,1,0,0.0,20767,2025,432.0
199629,9,2,9,1,0,1,0,1.0,0,0,7,2,0,0.111111111,48868,2025,432.0
199630,33,30,33,176,13,191,2,0.99,0,0,0,0,13,5.727272727,46116,2025,432.0
199631,25,12,25,110,11,124,3,0.976,0,0,0,0,8,4.84,42795,2025,432.0
199632,47,47,47,31,91,142,20,0.859,0,0,0,0,5,2.595744681,56309,2025,432.0
199633,7,0,7,1,4,6,1,0.833,0,0,5,0,0,0.714285714,56312,2025,432.0
199634,15,0,15,2,4,7,1,0.857,0,0,12,1,0,0.4,54184,2025,432.0
199635,12,7,12,3,5,9,1,0.889,0,0,12,5,0,0.666666667,60603,2025,432.0
199636,45,43,45,213,30,252,9,0.964,3,14,111,17,1,5.4,69142,2025,432.0
199637,8,3,8,9,14,26,3,0.885,0,0,0,0,3,2.875,69135,2025,432.0
199638,7,1,7,0,1,1,0,1.0,0,0,1,0,0,0.142857143,69147,2025,432.0
199639,5,0,5,2,0,3,1,0.667,0,0,1,0,0,0.4,69152,2025,432.0
199640,14,13,14,3,6,10,1,0.9,0,0,34,2,0,0.642857143,69138,2025,432.0
199641,42,38,42,141,6,156,9,0.942,0,0,0,0,5,3.5,69144,2025,432.0
199642,21,6,21,13,1,14,0,1.0,0,0,0,0,0,0.666666667,69143,2025,432.0
199643,13,1,13,1,3,5,1,0.8,0,0,20,2,0,0.307692308,69134,2025,432.0
199644,9,0,9,3,1,6,2,0.667,0,0,7,1,0,0.444444444,69136,2025,432.0
199645,8,1,8,1,2,3,0,1.0,0,0,2,0,0,0.375,69145,2025,432.0
199646,32,23,32,46,0,47,1,0.979,0,0,0,0,0,1.4375,69140,2025,432.0
199647,1,0,1,1,0,1,0,1.0,0,0,0,0,0,1.0,69150,2025,432.0
199648,1,0,1,0,0,0,0,0.0,0,0,2,0,0,0.0,69133,2025,432.0
199649,8,0,8,0,0,1,1,0.0,0,0,1,0,0,0.0,70282,2025,432.0
199650,28,23,28,24,0,24,0,1.0,0,0,0,0,0,0.857142857,100586,2025,432.0
199651,2,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,102315,2025,432.0
199652,37,29,37,45,2,49,2,0.959,0,0,0,0,1,1.27027027,101603,2025,432.0
199653,44,41,44,40,103,160,17,0.894,0,0,0,0,14,3.25,101191,2025,432.0
199654,7,5,7,2,4,9,3,0.667,0,0,8,1,0,0.857142857,102634,2025,432.0
199655,41,37,41,109,7,119,3,0.975,1,5,40,4,0,2.829268293,101259,2025,432.0
199656,8,0,8,0,3,3,0,1.0,0,0,1,0,0,0.375,101385,2025,432.0
199657,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,102290,2025,432.0
199658,47,47,47,91,118,210,1,0.995,0,0,0,0,22,4.446808511,102768,2025,432.0
199659,13,10,13,5,6,14,3,0.786,0,0,13,6,0,0.846153846,100030,2025,432.0
199660,12,6,12,3,5,8,0,1.0,0,0,13,3,0,0.666666667,100091,2025,432.0
199661,2,0,2,0,0,0,0,0.0,0,0,0,1,0,0.0,101960,2025,432.0
199662,7,1,7,0,2,2,0,1.0,0,0,4,0,0,0.285714286,101437,2025,432.0
199663,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,102608,2025,432.0
199664,47,47,47,109,2,112,1,0.991,0,0,0,0,0,2.361702128,99699,2025,432.0
199665,13,1,13,0,1,1,0,1.0,0,0,8,1,0,0.076923077,14141,2025,433.0
199666,31,23,31,29,1,31,1,0.968,0,0,0,0,0,0.967741935,22788,2025,433.0
199667,21,6,21,9,0,9,0,1.0,0,0,0,0,0,0.428571429,42804,2025,433.0
199668,35,35,35,182,12,197,3,0.985,0,0,1,0,15,5.542857143,42810,2025,433.0
199669,11,9,11,3,8,11,0,1.0,0,0,16,1,0,1.0,42813,2025,433.0
199670,28,20,28,39,41,83,3,0.964,0,0,0,0,10,2.857142857,42803,2025,433.0
199671,38,35,38,42,2,44,0,1.0,0,0,0,0,0,1.157894737,42807,2025,433.0
199672,27,11,27,16,30,48,2,0.958,0,0,0,0,4,1.703703704,42802,2025,433.0
199673,32,25,32,57,2,60,1,0.983,0,0,0,0,0,1.84375,42801,2025,433.0
199674,20,10,20,23,2,25,0,1.0,0,0,0,0,0,1.25,42805,2025,433.0
199675,9,3,9,4,1,5,0,1.0,0,0,5,0,0,0.555555556,42806,2025,433.0
199676,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,56319,2025,433.0
199677,24,12,24,10,0,10,0,1.0,0,0,0,0,1,0.416666667,56320,2025,433.0
199678,28,25,28,98,13,113,2,0.982,0,9,44,3,0,3.964285714,56321,2025,433.0
199679,36,33,36,22,63,92,7,0.924,0,0,0,0,6,2.361111111,56322,2025,433.0
199680,10,10,10,3,15,20,2,0.9,0,0,8,3,0,1.8,56324,2025,433.0
199681,14,13,14,16,17,39,6,0.846,0,0,0,0,1,2.357142857,56327,2025,433.0
199682,11,1,11,1,1,2,0,1.0,0,0,5,2,0,0.181818182,56328,2025,433.0
199683,20,6,20,51,9,61,1,0.984,0,0,17,5,0,3.0,50361,2025,433.0
199684,5,0,5,0,2,3,1,0.667,0,0,3,0,0,0.4,75813,2025,433.0
199685,17,8,17,4,0,4,0,1.0,0,0,0,0,0,0.235294118,77956,2025,433.0
199686,33,29,33,39,44,87,4,0.954,0,0,0,0,13,2.515151515,76964,2025,433.0
199687,7,0,7,0,0,0,0,0.0,0,0,3,0,0,0.0,76965,2025,433.0
199688,32,21,32,86,17,105,2,0.981,0,0,4,0,5,3.21875,77299,2025,433.0
199689,35,27,35,55,1,56,0,1.0,0,0,0,0,0,1.6,77298,2025,433.0
199690,17,1,17,24,6,31,1,0.968,0,0,1,0,1,1.764705882,77295,2025,433.0
199691,4,0,4,2,1,4,1,0.75,0,0,1,0,0,0.75,77296,2025,433.0
199692,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,77297,2025,433.0
199693,11,3,11,4,0,4,0,1.0,0,0,0,0,0,0.363636364,77300,2025,433.0
199694,9,4,9,14,3,18,1,0.944,0,1,4,0,0,1.888888889,77301,2025,433.0
199695,9,2,9,0,7,7,0,1.0,0,0,5,0,0,0.777777778,77355,2025,433.0
199696,15,2,15,4,3,11,4,0.636,0,0,0,0,0,0.466666667,77419,2025,433.0
199697,7,0,7,1,1,2,0,1.0,0,0,2,0,0,0.285714286,77441,2025,433.0
199698,2,0,2,0,1,1,0,1.0,0,0,0,0,0,0.5,77521,2025,433.0
199699,9,5,9,3,4,7,0,1.0,0,0,23,1,1,0.777777778,120913,2025,433.0
199700,2,2,2,0,1,2,1,0.5,0,0,1,0,0,0.5,125714,2025,433.0
199701,6,2,6,0,0,0,0,0.0,0,0,0,0,0,0.0,120914,2025,433.0
199702,2,0,2,2,0,2,0,1.0,0,0,0,0,0,1.0,125713,2025,433.0
199703,14,6,14,67,4,75,4,0.947,0,6,21,0,1,5.071428571,120915,2025,433.0
199704,4,0,4,0,2,2,0,1.0,0,0,0,0,0,0.5,123040,2025,433.0
199705,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,125781,2025,433.0
199706,4,0,4,0,1,1,0,1.0,0,0,2,0,0,0.25,123039,2025,433.0
199707,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,125958,2025,433.0
199708,16,10,16,10,31,45,4,0.911,0,0,0,0,4,2.5625,123038,2025,433.0
199709,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,125675,2025,433.0
199710,42,41,42,98,8,108,2,0.981,0,0,14,1,7,2.523809524,15155,2025,434.0
199711,38,37,38,61,60,137,16,0.883,0,0,0,0,6,3.184210526,29710,2025,434.0
199712,44,40,44,103,3,110,4,0.964,0,0,0,0,0,2.409090909,42824,2025,434.0
199713,45,45,45,115,8,128,5,0.961,0,0,1,0,5,2.733333333,42819,2025,434.0
199714,26,22,26,62,15,85,8,0.906,0,3,30,9,0,2.961538462,42826,2025,434.0
199715,36,33,36,22,35,66,9,0.864,0,0,0,0,2,1.583333333,42815,2025,434.0
199716,10,3,10,26,4,30,0,1.0,0,1,3,3,1,3.0,42825,2025,434.0
199717,13,8,13,3,10,14,1,0.929,0,0,11,3,0,1.0,42820,2025,434.0
199718,14,0,14,1,4,5,0,1.0,0,0,6,1,1,0.357142857,56334,2025,434.0
199719,2,0,2,1,0,1,0,1.0,0,0,2,0,0,0.5,71684,2025,434.0
199720,15,9,15,14,10,26,2,0.923,0,0,0,0,0,1.6,71685,2025,434.0
199721,11,6,11,1,8,13,4,0.692,0,0,12,2,0,0.818181818,71682,2025,434.0
199722,39,39,39,69,2,72,1,0.986,0,0,0,0,0,1.820512821,71690,2025,434.0
199723,39,35,39,192,6,207,9,0.957,0,5,69,6,1,5.076923077,71691,2025,434.0
199724,11,10,11,1,8,12,3,0.75,0,0,22,4,1,0.818181818,71686,2025,434.0
199725,14,6,14,10,9,22,3,0.864,0,0,0,0,1,1.357142857,71680,2025,434.0
199726,10,9,10,1,5,6,0,1.0,0,0,12,2,0,0.6,71693,2025,434.0
199727,10,3,10,3,6,13,4,0.692,0,0,0,0,0,0.9,71695,2025,434.0
199728,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,71687,2025,434.0
199729,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,71688,2025,434.0
199730,14,1,14,2,6,8,0,1.0,0,0,12,2,0,0.571428571,119821,2025,434.0
199731,13,0,13,0,0,0,0,0.0,0,0,3,1,0,0.0,120916,2025,434.0
199732,44,44,44,64,0,66,2,0.97,0,2,2,0,0,1.454545455,119823,2025,434.0
199733,29,15,29,34,6,41,1,0.976,0,0,9,2,2,1.379310345,119822,2025,434.0
199734,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,122829,2025,434.0
199735,41,36,41,55,69,136,12,0.912,0,0,0,0,9,3.024390244,119975,2025,434.0
199736,7,0,7,0,1,2,1,0.5,0,0,10,0,0,0.142857143,42834,2025,435.0
199737,28,28,28,26,1,33,6,0.818,0,0,0,0,0,0.964285714,42832,2025,435.0
199738,27,26,27,55,38,99,6,0.939,0,0,20,0,4,3.444444444,56335,2025,435.0
199739,24,22,24,22,18,51,11,0.784,0,0,21,1,1,1.666666667,56339,2025,435.0
199740,29,28,29,20,43,83,20,0.759,0,0,65,1,1,2.172413793,56340,2025,435.0
199741,8,0,8,0,0,0,0,0.0,0,0,0,0,0,0.0,56338,2025,435.0
199742,28,28,28,22,41,79,16,0.797,0,0,10,0,2,2.25,75642,2025,435.0
199743,24,24,24,33,1,36,2,0.944,0,0,0,0,0,1.416666667,75644,2025,435.0
199744,29,29,29,76,3,86,7,0.919,0,0,0,0,0,2.724137931,122085,2025,435.0
199745,14,1,14,5,2,7,0,1.0,0,0,0,0,0,0.5,123779,2025,435.0
199746,13,6,13,7,0,8,1,0.875,0,0,0,0,0,0.538461538,123781,2025,435.0
199747,12,0,12,1,1,3,1,0.667,0,0,11,0,0,0.166666667,122686,2025,435.0
199748,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,123782,2025,435.0
199749,5,0,5,0,0,0,0,0.0,0,0,0,0,0,0.0,123783,2025,435.0
199750,29,29,29,128,19,152,5,0.967,0,0,31,5,3,5.068965517,122086,2025,435.0
199751,8,0,8,0,0,3,3,0.0,0,0,0,0,0,0.0,123778,2025,435.0
199752,14,11,14,6,11,23,6,0.739,0,0,12,0,3,1.214285714,122087,2025,435.0
199753,7,0,7,2,2,4,0,1.0,0,0,5,2,0,0.571428571,123780,2025,435.0
199754,29,29,29,164,6,178,8,0.955,0,27,185,6,0,5.862068966,122084,2025,435.0
199755,21,0,21,3,7,10,0,1.0,0,0,11,0,0,0.476190476,56350,2025,436.0
199756,42,42,42,54,120,185,11,0.941,0,0,0,0,22,4.142857143,16732,2025,436.0
199757,13,12,13,72,15,88,1,0.989,0,0,0,0,10,6.692307692,16746,2025,436.0
199758,29,24,29,41,66,112,5,0.955,0,0,0,0,10,3.689655172,35559,2025,436.0
199759,39,39,39,31,79,113,3,0.973,0,0,0,0,4,2.820512821,16748,2025,436.0
199760,35,29,35,91,16,108,1,0.991,1,5,25,8,1,3.057142857,16731,2025,436.0
199761,39,35,39,253,14,270,3,0.989,0,0,0,0,17,6.846153846,42837,2025,436.0
199762,12,11,12,7,16,28,5,0.821,0,0,13,5,0,1.916666667,42843,2025,436.0
199763,43,43,43,136,2,139,1,0.993,0,0,0,0,2,3.209302326,42844,2025,436.0
199764,9,9,9,2,3,7,2,0.714,0,0,2,2,0,0.555555556,42842,2025,436.0
199765,6,1,6,0,0,0,0,0.0,0,0,0,0,0,0.0,42838,2025,436.0
199766,17,6,17,4,10,14,0,1.0,0,0,4,3,0,0.823529412,42835,2025,436.0
199767,9,1,9,0,2,2,0,1.0,0,0,6,1,0,0.222222222,56348,2025,436.0
199768,8,3,8,0,0,0,0,0.0,0,0,0,0,0,0.0,56345,2025,436.0
199769,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,56352,2025,436.0
199770,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,56353,2025,436.0
199771,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,56354,2025,436.0
199772,8,2,8,0,0,0,0,0.0,0,0,5,1,0,0.0,51112,2025,436.0
199773,24,19,24,34,48,87,5,0.943,0,0,0,0,12,3.416666667,75070,2025,436.0
199774,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,75075,2025,436.0
199775,42,42,42,73,4,79,2,0.975,0,0,0,0,0,1.833333333,75068,2025,436.0
199776,41,40,41,66,13,80,1,0.988,0,0,0,0,1,1.926829268,75067,2025,436.0
199777,4,0,4,4,1,5,0,1.0,0,0,0,0,1,1.25,75077,2025,436.0
199778,30,27,30,133,12,149,4,0.973,0,4,30,4,0,4.833333333,75073,2025,436.0
199779,8,2,8,0,0,0,0,0.0,0,0,2,1,0,0.0,75063,2025,436.0
199780,9,0,9,1,2,3,0,1.0,0,0,2,0,0,0.333333333,75072,2025,436.0
199781,4,1,4,0,1,1,0,1.0,0,0,2,0,0,0.25,75066,2025,436.0
199782,3,3,3,0,1,1,0,1.0,0,0,1,1,0,0.333333333,75065,2025,436.0
199783,7,3,7,22,1,23,0,1.0,0,4,5,1,2,3.285714286,122088,2025,436.0
199784,7,0,7,1,1,2,0,1.0,0,0,1,0,0,0.285714286,122090,2025,436.0
199785,4,0,4,0,2,2,0,1.0,0,0,0,0,0,0.5,125867,2025,436.0
199786,4,0,4,0,0,0,0,0.0,0,0,0,0,0,0.0,122411,2025,436.0
199787,4,1,4,0,0,0,0,0.0,0,0,0,0,0,0.0,125105,2025,436.0
199788,2,1,2,1,0,1,0,1.0,0,0,1,0,0,0.5,126162,2025,436.0
199789,7,3,7,1,0,1,0,1.0,0,0,0,0,0,0.142857143,122095,2025,436.0
199790,11,0,11,0,0,0,0,0.0,0,0,0,0,0,0.0,122091,2025,436.0
199791,18,10,18,18,0,20,2,0.9,0,0,0,0,0,1.0,121592,2025,436.0
199792,2,0,2,1,0,1,0,1.0,0,0,0,0,0,0.5,122089,2025,436.0
199793,21,14,21,45,3,52,4,0.923,0,0,0,0,1,2.285714286,122093,2025,436.0
199794,3,1,3,0,0,0,0,0.0,0,0,0,0,0,0.0,122094,2025,436.0
199795,11,6,11,4,7,11,0,1.0,0,0,9,2,0,1.0,122092,2025,436.0
199796,9,0,9,1,3,6,2,0.667,0,0,2,0,0,0.444444444,125106,2025,436.0
199797,27,27,27,142,22,167,3,0.982,0,0,0,0,13,6.074074074,16763,2025,437.0
199798,36,35,36,51,2,53,0,1.0,0,0,0,0,1,1.472222222,49100,2025,437.0
199799,20,18,20,39,2,42,1,0.976,0,0,0,0,0,2.05,42855,2025,437.0
199800,12,11,12,1,11,13,1,0.923,0,0,6,1,0,1.0,42857,2025,437.0
199801,13,6,13,3,9,14,2,0.857,0,0,5,3,0,0.923076923,42852,2025,437.0
199802,15,0,15,1,6,7,0,1.0,0,0,3,2,0,0.466666667,42848,2025,437.0
199803,37,35,37,85,0,87,2,0.977,0,0,0,0,0,2.297297297,42770,2025,437.0
199804,11,0,11,3,6,9,0,1.0,0,0,4,2,0,0.818181818,56359,2025,437.0
199805,25,17,25,43,29,74,2,0.973,0,0,10,0,2,2.88,56361,2025,437.0
199806,6,0,6,9,0,9,0,1.0,0,0,0,0,0,1.5,56369,2025,437.0
199807,25,15,25,8,24,33,1,0.97,0,0,0,0,1,1.28,56367,2025,437.0
199808,38,37,38,36,96,139,7,0.95,0,0,0,0,15,3.473684211,56357,2025,437.0
199809,15,9,15,3,12,17,2,0.882,0,0,0,0,1,1.0,71365,2025,437.0
199810,36,28,36,55,82,148,11,0.926,0,0,0,0,12,3.805555556,73375,2025,437.0
199811,30,20,30,187,9,201,5,0.975,0,0,0,0,14,6.533333333,73377,2025,437.0
199812,12,11,12,7,11,21,3,0.857,0,0,10,3,2,1.5,73378,2025,437.0
199813,19,2,19,0,3,3,0,1.0,0,0,2,0,0,0.157894737,77512,2025,437.0
199814,7,0,7,1,0,1,0,1.0,0,0,0,0,0,0.142857143,77642,2025,437.0
199815,10,0,10,1,2,4,1,0.75,0,0,0,0,0,0.3,102226,2025,437.0
199816,28,25,28,157,26,184,1,0.995,0,10,33,11,0,6.535714286,118263,2025,437.0
199817,21,12,21,20,30,53,3,0.943,0,0,0,0,5,2.380952381,118264,2025,437.0
199818,27,21,27,89,6,97,2,0.979,0,3,14,3,0,3.518518519,118266,2025,437.0
199819,34,34,34,45,1,46,0,1.0,0,0,0,0,0,1.352941176,118265,2025,437.0
199820,23,7,23,9,20,35,6,0.829,0,0,1,0,2,1.260869565,118646,2025,437.0
199821,8,4,8,1,3,5,1,0.8,0,0,3,4,0,0.5,119219,2025,437.0
199822,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,123041,2025,437.0
199823,1,0,1,0,0,0,0,0.0,0,0,0,1,0,0.0,123042,2025,437.0
199824,4,4,4,1,0,2,1,0.5,0,0,2,1,0,0.25,123870,2025,437.0
199825,6,1,6,0,0,0,0,0.0,0,0,0,0,0,0.0,123871,2025,437.0
199826,4,0,4,1,0,1,0,1.0,0,0,0,0,0,0.25,124333,2025,437.0
199827,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,124877,2025,437.0
199828,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,124878,2025,437.0
199829,2,1,2,0,0,0,0,0.0,0,0,1,0,0,0.0,124991,2025,437.0
199830,2,0,2,1,1,2,0,1.0,0,0,0,0,1,1.0,124990,2025,437.0
199831,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,126163,2025,437.0
199832,18,4,18,1,8,13,4,0.692,0,0,5,2,0,0.5,33293,2025,438.0
199833,54,54,54,307,11,320,2,0.994,0,0,0,0,24,5.888888889,8615,2025,438.0
199834,11,2,11,0,0,0,0,0.0,0,0,3,1,0,0.0,42863,2025,438.0
199835,51,51,51,87,2,93,4,0.957,0,0,0,0,0,1.745098039,42866,2025,438.0
199836,53,53,53,60,110,180,10,0.944,0,0,0,0,18,3.20754717,39736,2025,438.0
199837,16,1,16,1,3,5,1,0.8,0,0,6,3,0,0.25,61655,2025,438.0
199838,16,1,16,0,1,1,0,1.0,0,0,7,0,0,0.0625,60791,2025,438.0
199839,27,26,27,100,8,112,4,0.964,0,2,28,5,0,4.0,56378,2025,438.0
199840,40,29,40,16,33,50,1,0.98,0,0,0,0,4,1.225,56379,2025,438.0
199841,17,1,17,0,3,4,1,0.75,0,0,6,1,0,0.176470588,56376,2025,438.0
199842,50,46,50,93,4,101,4,0.96,0,0,0,0,0,1.94,67400,2025,438.0
199843,15,15,15,2,13,16,1,0.938,0,0,8,9,0,1.0,67652,2025,438.0
199844,19,14,19,8,0,8,0,1.0,0,0,0,0,0,0.421052632,67649,2025,438.0
199845,49,48,49,140,4,147,3,0.98,0,0,0,0,1,2.93877551,67651,2025,438.0
199846,14,13,14,3,3,10,4,0.6,0,0,12,3,0,0.428571429,67647,2025,438.0
199847,18,1,18,0,1,1,0,1.0,0,0,6,1,0,0.055555556,67648,2025,438.0
199848,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0.0,67643,2025,438.0
199849,36,36,36,268,26,296,2,0.993,0,7,56,22,2,8.166666667,67645,2025,438.0
199850,17,0,17,1,0,1,0,1.0,0,0,6,0,0,0.058823529,67650,2025,438.0
199851,17,9,17,1,7,10,2,0.8,0,0,6,3,0,0.470588235,67653,2025,438.0
199852,20,4,20,1,5,8,2,0.75,0,0,6,4,1,0.3,73575,2025,438.0
199853,6,0,6,0,1,1,0,1.0,0,0,1,0,0,0.166666667,77490,2025,438.0
199854,54,54,54,134,119,264,11,0.958,0,0,0,0,21,4.685185185,115308,2025,438.0
199855,22,18,22,79,3,85,3,0.965,0,0,0,0,6,3.727272727,115309,2025,438.0
199856,18,2,18,0,4,6,2,0.667,0,0,7,3,0,0.222222222,115865,2025,438.0
199857,13,6,13,51,4,56,1,0.982,0,2,7,3,0,4.230769231,125782,2025,438.0
199858,22,12,22,7,0,7,0,1.0,0,0,0,0,0,0.318181818,115866,2025,438.0
199859,16,1,16,1,6,9,2,0.778,0,0,10,2,0,0.4375,117236,2025,438.0
199860,39,39,39,41,49,99,9,0.909,0,0,0,0,7,2.307692308,115310,2025,438.0
199861,4,0,4,0,1,1,0,1.0,0,0,2,0,0,0.25,117235,2025,438.0
199862,13,4,13,0,6,6,0,1.0,0,0,2,1,1,0.461538462,16879,2025,439.0
199863,8,0,8,1,1,3,1,0.667,0,0,2,0,0,0.25,42879,2025,439.0
199864,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0.0,42881,2025,439.0
199865,50,49,50,379,20,400,1,0.998,0,0,0,0,30,7.98,42885,2025,439.0
199866,11,4,11,0,1,1,0,1.0,0,0,5,1,0,0.090909091,56388,2025,439.0
199867,7,0,7,0,0,0,0,0.0,0,0,2,0,0,0.0,56396,2025,439.0
199868,49,49,49,19,14,35,2,0.943,0,0,0,0,4,0.673469388,56386,2025,439.0
199869,12,0,12,0,5,5,0,1.0,0,0,5,4,0,0.416666667,56387,2025,439.0
199870,6,0,6,0,0,0,0,0.0,0,0,5,0,0,0.0,56397,2025,439.0
199871,24,16,24,104,12,121,5,0.959,0,3,34,4,0,4.833333333,56401,2025,439.0
199872,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0.0,56399,2025,439.0
199873,21,13,21,17,0,18,1,0.944,0,0,0,0,0,0.80952381,56393,2025,439.0
199874,13,8,13,0,6,10,4,0.6,0,0,10,2,0,0.461538462,56389,2025,439.0
199875,10,2,10,12,0,12,0,1.0,0,0,2,0,0,1.2,64383,2025,439.0
199876,13,1,13,0,0,0,0,0.0,0,0,0,0,0,0.0,64395,2025,439.0
199877,12,0,12,0,1,1,0,1.0,0,0,2,3,0,0.083333333,64391,2025,439.0
199878,3,1,3,0,0,0,0,0.0,0,0,0,0,0,0.0,64400,2025,439.0
199879,12,2,12,3,6,10,1,0.9,0,0,0,0,2,0.75,64399,2025,439.0
199880,14,12,14,15,2,18,1,0.944,0,0,0,0,0,1.214285714,64385,2025,439.0
199881,11,11,11,2,10,13,1,0.923,0,0,8,2,0,1.090909091,64403,2025,439.0
199882,50,50,50,54,136,206,16,0.922,0,0,0,0,23,3.8,64404,2025,439.0
199883,10,1,10,8,0,9,1,0.889,0,0,0,0,0,0.8,64382,2025,439.0
199884,18,1,18,1,3,4,0,1.0,0,0,7,0,0,0.222222222,64401,2025,439.0
199885,3,0,3,0,0,0,0,0.0,0,0,3,0,0,0.0,64390,2025,439.0
199886,50,50,50,33,111,152,8,0.947,0,0,0,0,5,2.88,64394,2025,439.0
199887,10,3,10,1,0,2,1,0.5,0,0,7,0,0,0.1,64405,2025,439.0
199888,14,13,14,6,11,17,0,1.0,0,0,5,4,2,1.214285714,103548,2025,439.0
199889,12,8,12,10,16,27,1,0.963,0,0,0,0,1,2.166666667,103550,2025,439.0
199890,14,1,14,2,2,4,0,1.0,0,0,12,0,0,0.285714286,103541,2025,439.0
